GEOID20,county,r_drive_local,segments_reachable
120570128002,Hillsborough,0.095502,1518
120570129001,Hillsborough,0.095622,1515
120570129002,Hillsborough,0.096322,1373
120570130011,Hillsborough,0.091352,1064
120570130021,Hillsborough,0.096088,1363
120570130022,Hillsborough,0.097791,1309
120570130023,Hillsborough,0.097266,1374
120570130031,Hillsborough,0.098068,1406
120570130032,Hillsborough,0.100128,1375
120570130041,Hillsborough,0.100738,1247
120570130042,Hillsborough,0.100297,1258
120570130043,Hillsborough,0.099937,1275
120570131001,Hillsborough,0.101289,1103
120570131002,Hillsborough,0.102948,772
120570132031,Hillsborough,0.094121,1770
120570132032,Hillsborough,0.094374,1713
120570132041,Hillsborough,0.094348,1713
120570132051,Hillsborough,0.094477,1730
120570132052,Hillsborough,0.094531,1644
120570132053,Hillsborough,0.094530,1644
120570132054,Hillsborough,0.095699,1502
120570132061,Hillsborough,,0
120570132062,Hillsborough,0.095453,1510
120570132063,Hillsborough,0.096280,1503
120570132064,Hillsborough,,0
120570132071,Hillsborough,0.096552,1399
120570132072,Hillsborough,0.096366,1381
120570132081,Hillsborough,0.096342,1487
120570132082,Hillsborough,0.096711,1375
120570133051,Hillsborough,0.094458,1830
120570133052,Hillsborough,0.095944,1676
120570133071,Hillsborough,0.093698,2140
120570133072,Hillsborough,0.094207,2020
120570133073,Hillsborough,0.094170,2103
120570133101,Hillsborough,0.094760,1957
120570133102,Hillsborough,0.094842,1995
120570133111,Hillsborough,0.094084,2006
120570133112,Hillsborough,0.094353,1908
120570133113,Hillsborough,0.094273,1908
120570133121,Hillsborough,0.093959,1825
120570133122,Hillsborough,0.094044,1751
120570133123,Hillsborough,0.094270,1805
120570133131,Hillsborough,0.094776,1917
120570133132,Hillsborough,0.094932,1950
120570133133,Hillsborough,0.094620,1879
120570133141,Hillsborough,0.095914,1856
120570133142,Hillsborough,0.095812,1723
120570133151,Hillsborough,0.092655,2193
120570133152,Hillsborough,0.092848,2239
120570133161,Hillsborough,0.093855,2161
120570133162,Hillsborough,0.093624,2165
120570133171,Hillsborough,0.093542,2186
120570133172,Hillsborough,0.093813,2195
120570133191,Hillsborough,0.095040,2037
120570133192,Hillsborough,,0
120570133193,Hillsborough,0.094057,2070
120570133201,Hillsborough,0.095261,1983
120570133221,Hillsborough,0.095476,1970
120570133222,Hillsborough,0.095426,1911
120570133223,Hillsborough,0.096144,1918
120570133224,Hillsborough,0.095764,1824
120570133231,Hillsborough,0.094280,2121
120570133232,Hillsborough,0.094468,2093
120570133233,Hillsborough,0.094566,1944
120570133234,Hillsborough,0.094145,2128
120570133235,Hillsborough,0.094528,1986
120570134061,Hillsborough,0.096028,1793
120570134071,Hillsborough,0.095851,1759
120570134072,Hillsborough,0.095892,1733
120570134073,Hillsborough,0.096937,1619
120570134074,Hillsborough,0.095798,1531
120570134091,Hillsborough,0.096006,1591
120570134092,Hillsborough,0.096254,1547
120570134093,Hillsborough,0.096322,1458
120570134101,Hillsborough,0.096649,1973
120570134102,Hillsborough,0.095559,2036
120570134111,Hillsborough,0.096530,1875
120570134121,Hillsborough,0.097623,1524
120570134122,Hillsborough,0.098082,1795
120570134131,Hillsborough,0.097504,1638
120570134141,Hillsborough,0.096128,1664
120570134142,Hillsborough,0.096225,1637
120570134143,Hillsborough,0.096727,1469
120570134144,Hillsborough,0.096723,1624
120570134151,Hillsborough,0.097449,1376
120570134152,Hillsborough,0.097454,1497
120570135011,Hillsborough,0.090750,2241
120570135012,Hillsborough,0.090870,2235
120570135031,Hillsborough,0.091294,2214
120570135032,Hillsborough,0.091628,2227
120570135033,Hillsborough,0.091758,2213
120570135041,Hillsborough,0.092159,2199
120570135042,Hillsborough,0.092579,2165
120570135043,Hillsborough,0.092885,2188
120570135051,Hillsborough,0.092770,2249
120570135052,Hillsborough,0.092066,2209
120570135053,Hillsborough,0.092406,2194
120570136021,Hillsborough,0.092362,2158
120570136022,Hillsborough,0.093713,2075
120570136041,Hillsborough,0.093171,2139
120570137021,Hillsborough,0.094636,2013
120570137022,Hillsborough,0.094746,2054
120570137023,Hillsborough,0.095132,1898
120570137024,Hillsborough,0.096309,1826
120570137031,Hillsborough,0.093406,2134
120570137032,Hillsborough,0.093848,2134
120570137033,Hillsborough,0.094847,1925
120570137051,Hillsborough,0.096036,1929
120570137052,Hillsborough,0.096908,1850
120570137053,Hillsborough,0.096019,1918
120570137054,Hillsborough,0.095061,2042
120570137061,Hillsborough,0.095047,2008
120570137062,Hillsborough,0.095208,2105
120570138011,Hillsborough,0.098282,1604
120570138012,Hillsborough,0.097040,1889
120570138021,Hillsborough,0.097045,1925
120570138022,Hillsborough,0.098238,1913
120570138031,Hillsborough,0.096959,1920
120570138041,Hillsborough,0.100948,1586
120570138042,Hillsborough,0.096873,1727
120570138043,Hillsborough,0.096573,1618
120570138061,Hillsborough,0.097987,1820
120570138071,Hillsborough,0.100807,1601
120570138072,Hillsborough,0.100688,1565
120570139031,Hillsborough,0.108784,898
120570139032,Hillsborough,0.170655,90
120570139071,Hillsborough,0.123907,743
120570139072,Hillsborough,0.132681,372
120570139121,Hillsborough,0.101030,1376
120570139122,Hillsborough,0.103611,1228
120570139131,Hillsborough,0.109839,1076
120570139132,Hillsborough,0.115727,1203
120570139133,Hillsborough,0.113068,1200
120570139141,Hillsborough,0.116493,1131
120570139142,Hillsborough,0.115779,1147
120570139151,Hillsborough,0.102373,1511
120570139152,Hillsborough,0.100383,1504
120570139153,Hillsborough,0.103230,1414
120570139161,Hillsborough,0.103957,1400
120570139162,Hillsborough,0.104165,1448
120570139163,Hillsborough,0.104557,1316
120570139171,Hillsborough,0.103575,1366
120570139172,Hillsborough,0.103680,1387
120570139173,Hillsborough,0.102253,1411
120570139181,Hillsborough,0.092259,1
120570139182,Hillsborough,0.099930,1506
120570139191,Hillsborough,0.098666,1675
120570139192,Hillsborough,0.098541,1559
120570139193,Hillsborough,0.099636,1414
120570139194,Hillsborough,0.099318,1420
120570139221,Hillsborough,0.100158,1249
120570139222,Hillsborough,0.099354,1320
120570139223,Hillsborough,0.100450,1240
120570139231,Hillsborough,0.100753,1169
120570139232,Hillsborough,0.100779,1311
120570139241,Hillsborough,0.100366,1523
120570139251,Hillsborough,0.098219,1804
120570139252,Hillsborough,0.098506,1749
120570139253,Hillsborough,0.098523,1663
120570139261,Hillsborough,0.113333,585
120570139262,Hillsborough,0.100737,1254
120570139263,Hillsborough,0.097926,1369
120570140021,Hillsborough,0.121888,751
120570140022,Hillsborough,0.112381,1280
120570140031,Hillsborough,0.119888,898
120570140071,Hillsborough,0.107591,1078
120570140081,Hillsborough,0.118512,1255
120570140082,Hillsborough,0.116041,1306
120570140091,Hillsborough,0.109101,1445
120570140101,Hillsborough,0.113237,1405
120570140102,Hillsborough,0.114709,1331
120570140111,Hillsborough,0.113007,1295
120570140112,Hillsborough,0.112771,1230
120570140113,Hillsborough,0.113004,1215
120570140121,Hillsborough,0.112756,1208
120570140122,Hillsborough,0.110600,1059
120570140131,Hillsborough,0.105849,1256
120570140141,Hillsborough,0.112414,1345
120570140142,Hillsborough,0.114220,1310
120570140171,Hillsborough,0.116613,1252
120570141041,Hillsborough,0.114652,1221
120570141061,Hillsborough,0.099906,1360
120570141062,Hillsborough,0.101840,1510
120570141081,Hillsborough,0.108772,1385
120570141082,Hillsborough,0.109345,1396
120570141083,Hillsborough,0.109411,1446
120570141091,Hillsborough,0.108123,1436
120570141092,Hillsborough,0.110533,1370
120570141093,Hillsborough,0.109403,1301
120570141171,Hillsborough,0.101215,1350
120570141172,Hillsborough,0.101270,1345
120570141181,Hillsborough,0.102036,1472
120570141182,Hillsborough,0.102740,1244
120570141191,Hillsborough,0.101074,1635
120570141192,Hillsborough,0.103057,1439
120570141211,Hillsborough,0.107953,1363
120570141212,Hillsborough,0.106387,1350
120570141221,Hillsborough,0.108446,1367
120570141222,Hillsborough,0.108702,1382
120570142001,Hillsborough,0.087955,2339
120570142002,Hillsborough,0.087893,2335
120570142003,Hillsborough,0.088134,2331
120570142004,Hillsborough,0.088443,2323
120570143001,Hillsborough,0.104918,1294
120570143002,Hillsborough,0.099399,1502
120570143003,Hillsborough,0.095460,1559
120570144001,Hillsborough,0.091430,2080
120570144002,Hillsborough,0.090565,2162
120579801001,Hillsborough,0.089256,2158
120579802001,Hillsborough,0.084614,789
120579803001,Hillsborough,,0
120579804001,Hillsborough,0.104331,1482
120579805001,Hillsborough,0.088188,2195
120579806001,Hillsborough,0.216592,1
120579807001,Hillsborough,0.092795,2314
120579900000,Hillsborough,0.082768,1568
120579901000,Hillsborough,0.085838,634
121030201051,Pinellas,0.095175,1682
121030201052,Pinellas,0.095099,1694
121030201053,Pinellas,0.095085,1667
121030201061,Pinellas,0.093474,1387
121030201062,Pinellas,0.085447,456
121030201063,Pinellas,0.092347,1302
121030201071,Pinellas,0.094378,1615
121030201072,Pinellas,0.094472,1667
121030201081,Pinellas,0.094020,1534
121030201082,Pinellas,0.094032,1591
121030201083,Pinellas,0.093904,1568
121030201091,Pinellas,0.095879,1801
121030201092,Pinellas,0.095327,1740
121030201093,Pinellas,0.096503,1770
121030201101,Pinellas,0.097423,1749
121030202011,Pinellas,0.095103,1649
121030202012,Pinellas,0.095046,1720
121030202013,Pinellas,0.094576,1751
121030202021,Pinellas,0.095819,1495
121030202022,Pinellas,0.095556,1587
121030202023,Pinellas,0.095471,1519
121030202061,Pinellas,0.095303,1739
121030202062,Pinellas,0.095595,1686
121030202071,Pinellas,0.094324,1683
121030202072,Pinellas,0.095725,1700
121030202081,Pinellas,0.095215,1662
121030202082,Pinellas,0.095564,1588
121030202091,Pinellas,0.095248,1575
121030202092,Pinellas,0.095433,1630
121030202093,Pinellas,0.095452,1588
121030202094,Pinellas,0.095341,1523
121030202095,Pinellas,0.095715,1499
121030203011,Pinellas,0.095478,1693
121030203012,Pinellas,0.095502,1615
121030203013,Pinellas,0.095535,1654
121030203014,Pinellas,0.095618,1713
121030203015,Pinellas,0.095719,1709
121030203021,Pinellas,0.094873,1501
121030203022,Pinellas,0.095129,1531
121030203023,Pinellas,0.095278,1620
121030204001,Pinellas,0.095246,1691
121030204002,Pinellas,0.094922,1726
121030204003,Pinellas,0.095272,1742
121030205001,Pinellas,0.095154,1765
121030205002,Pinellas,0.095449,1763
121030205003,Pinellas,0.095511,1743
121030205004,Pinellas,0.095539,1720
121030206001,Pinellas,0.095860,1767
121030206002,Pinellas,0.095775,1740
121030206003,Pinellas,0.095705,1740
121030206004,Pinellas,0.095925,1769
121030207001,Pinellas,0.095732,1811
121030207002,Pinellas,0.095650,1805
121030207003,Pinellas,0.095575,1786
121030207004,Pinellas,0.095628,1793
121030208001,Pinellas,0.098864,1720
121030208002,Pinellas,0.097540,1756
121030208003,Pinellas,0.097736,1747
121030208004,Pinellas,0.098429,1731
121030208005,Pinellas,0.097952,1745
121030208006,Pinellas,0.096752,1780
121030212001,Pinellas,0.095531,1784
121030212002,Pinellas,0.095548,1790
121030212003,Pinellas,0.095634,1769
121030212004,Pinellas,0.095644,1775
121030215011,Pinellas,0.094758,1721
121030215012,Pinellas,0.095185,1787
121030215021,Pinellas,0.095241,1791
121030215022,Pinellas,0.094985,1837
121030216001,Pinellas,0.094982,1841
121030216002,Pinellas,0.095154,1841
121030218001,Pinellas,0.095523,1831
121030218002,Pinellas,0.095674,1856
121030218003,Pinellas,0.094953,1859
121030219001,Pinellas,0.096759,1830
121030219002,Pinellas,0.096360,1816
121030219003,Pinellas,0.096694,1836
121030220001,Pinellas,0.098829,1739
121030220002,Pinellas,0.098301,1764
121030220003,Pinellas,0.097268,1793
121030220004,Pinellas,0.097902,1773
121030221011,Pinellas,0.098324,1770
121030221012,Pinellas,0.097477,1802
121030221021,Pinellas,0.097454,1806
121030221022,Pinellas,0.097939,1778
121030221023,Pinellas,0.098366,1768
121030222001,Pinellas,0.098880,1759
121030222002,Pinellas,0.099047,1732
121030222003,Pinellas,0.098828,1743
121030222004,Pinellas,0.098951,1716
121030223011,Pinellas,0.099847,1666
121030223012,Pinellas,0.099998,1633
121030223013,Pinellas,0.100089,1653
121030223021,Pinellas,0.099874,1651
121030223022,Pinellas,0.099584,1694
121030223023,Pinellas,0.099418,1713
121030224011,Pinellas,0.100063,1486
121030224012,Pinellas,0.099700,1603
121030224013,Pinellas,0.099961,1601
121030224021,Pinellas,0.099214,1600
121030224022,Pinellas,0.099456,1613
121030224023,Pinellas,0.099185,1598
121030224024,Pinellas,0.099548,1560
121030224025,Pinellas,0.099593,1637
121030225011,Pinellas,0.099109,1722
121030225012,Pinellas,0.099810,1694
121030225013,Pinellas,0.099461,1668
121030225021,Pinellas,0.098673,1716
121030225022,Pinellas,0.098454,1732
121030225023,Pinellas,0.098843,1723
121030225031,Pinellas,0.097857,1752
121030225032,Pinellas,0.098834,1714
121030225033,Pinellas,0.098617,1730
121030226011,Pinellas,0.098404,1765
121030226012,Pinellas,0.098360,1751
121030226013,Pinellas,0.099107,1726
121030226021,Pinellas,0.097280,1806
121030226022,Pinellas,0.097967,1773
121030226023,Pinellas,0.097655,1767
121030227001,Pinellas,0.096857,1821
121030227002,Pinellas,0.097558,1777
121030227003,Pinellas,0.098301,1767
121030228011,Pinellas,0.095124,1892
121030228012,Pinellas,0.096557,1844
121030228013,Pinellas,0.095781,1850
121030228021,Pinellas,0.096015,1845
121030228022,Pinellas,0.097043,1797
121030228023,Pinellas,0.097614,1793
121030229011,Pinellas,0.095051,1862
121030229012,Pinellas,0.095581,1852
121030229021,Pinellas,0.094904,1890
121030229022,Pinellas,0.094730,1883
121030229023,Pinellas,0.095535,1861
121030230001,Pinellas,0.093685,1953
121030230002,Pinellas,0.093610,1912
121030231001,Pinellas,0.093650,1908
121030231002,Pinellas,0.092622,1945
121030231003,Pinellas,0.093045,1921
121030232001,Pinellas,0.092824,1907
121030232002,Pinellas,0.093319,1870
121030232003,Pinellas,0.093722,1888
121030233001,Pinellas,0.093769,1884
121030233002,Pinellas,0.093806,1903
121030233003,Pinellas,0.094397,1844
121030234001,Pinellas,0.094863,1852
121030234002,Pinellas,0.094750,1881
121030235011,Pinellas,0.094518,1844
121030235012,Pinellas,0.095175,1835
121030235021,Pinellas,0.094577,1797
121030236011,Pinellas,0.094623,1722
121030236012,Pinellas,0.095022,1776
121030236013,Pinellas,0.095090,1797
121030236021,Pinellas,0.094880,1781
121030236022,Pinellas,0.094706,1761
121030237001,Pinellas,0.094288,1786
121030237002,Pinellas,0.093279,1714
121030237003,Pinellas,0.093708,1814
121030238001,Pinellas,0.092744,1828
121030238002,Pinellas,0.093059,1839
121030238003,Pinellas,0.093956,1842
121030239001,Pinellas,0.091787,1904
121030239002,Pinellas,0.092181,1883
121030240011,Pinellas,0.092863,1695
121030240012,Pinellas,0.093437,1743
121030240021,Pinellas,0.091652,1823
121030240022,Pinellas,0.091509,1854
121030240023,Pinellas,0.090702,1898
121030240024,Pinellas,0.091043,1793
121030240041,Pinellas,0.089843,1736
121030240042,Pinellas,0.089892,1744
121030240043,Pinellas,0.090119,1689
121030240051,Pinellas,0.090679,1722
121030240052,Pinellas,0.091508,1724
121030241001,Pinellas,0.091969,1889
121030241002,Pinellas,0.091127,1919
121030241003,Pinellas,0.090908,1922
121030242011,Pinellas,0.092104,1959
121030242012,Pinellas,0.092433,1945
121030242013,Pinellas,0.092724,1930
121030242021,Pinellas,0.092215,1920
121030242022,Pinellas,0.093007,1900
121030243011,Pinellas,0.088954,1986
121030243012,Pinellas,0.090753,1949
121030243013,Pinellas,0.091648,1940
121030243021,Pinellas,0.090554,1931
121030243022,Pinellas,0.091595,1915
121030243023,Pinellas,0.091648,2019
121030243024,Pinellas,0.091995,1924
121030244031,Pinellas,0.089912,1966
121030244032,Pinellas,0.088315,2005
121030244033,Pinellas,0.090721,1945
121030244061,Pinellas,0.085896,2130
121030244062,Pinellas,0.086600,2118
121030244063,Pinellas,0.085613,2161
121030244081,Pinellas,0.089775,1915
121030244082,Pinellas,0.088071,2032
121030244083,Pinellas,0.089747,1990
121030244091,Pinellas,0.088202,1931
121030244092,Pinellas,0.089265,1811
121030244101,Pinellas,0.087376,2061
121030244102,Pinellas,0.087021,2102
121030244111,Pinellas,0.086841,2031
121030244112,Pinellas,0.087260,2062
121030244113,Pinellas,0.086838,2095
121030244114,Pinellas,0.085681,1876
121030244121,Pinellas,0.086495,2128
121030244122,Pinellas,0.085192,2122
121030244123,Pinellas,0.087270,2134
121030244131,Pinellas,0.087334,2035
121030244132,Pinellas,0.088412,1940
121030244133,Pinellas,0.088130,2047
121030244134,Pinellas,0.088082,2014
121030245051,Pinellas,0.092814,1931
121030245052,Pinellas,0.092286,1967
121030245053,Pinellas,0.092296,1922
121030245054,Pinellas,0.093223,1941
121030245071,Pinellas,0.091080,1923
121030245072,Pinellas,0.094066,1870
121030245073,Pinellas,0.094755,1902
121030245081,Pinellas,0.090691,1958
121030245082,Pinellas,0.091110,1952
121030245083,Pinellas,0.093036,1947
121030245091,Pinellas,0.088139,2127
121030245092,Pinellas,0.087331,2059
121030245101,Pinellas,0.090686,1958
121030245102,Pinellas,0.090955,1974
121030245103,Pinellas,0.089568,1979
121030245104,Pinellas,0.089927,2032
121030245121,Pinellas,0.091305,1899
121030245122,Pinellas,0.090723,2028
121030245141,Pinellas,0.092215,1954
121030245142,Pinellas,0.091523,1983
121030245143,Pinellas,0.092593,1955
121030245151,Pinellas,0.091395,1970
121030245152,Pinellas,0.090196,2028
121030245161,Pinellas,0.091913,1933
121030245162,Pinellas,0.091215,1899
121030245171,Pinellas,0.085566,2111
121030245172,Pinellas,0.084888,2145
121030245181,Pinellas,0.085648,2132
121030245182,Pinellas,0.085600,2161
121030245191,Pinellas,0.086393,2124
121030245192,Pinellas,0.086714,2062
121030246011,Pinellas,0.092565,1907
121030246012,Pinellas,0.092580,1934
121030246013,Pinellas,0.091310,2027
121030246014,Pinellas,0.090107,2026
121030246031,Pinellas,0.092793,1960
121030246032,Pinellas,0.093396,1926
121030246041,Pinellas,0.093336,1968
121030246042,Pinellas,0.093189,1941
121030246043,Pinellas,0.093853,1932
121030247011,Pinellas,0.093700,1918
121030247012,Pinellas,0.094751,1895
121030247013,Pinellas,0.094017,1928
121030247021,Pinellas,0.096223,1854
121030247022,Pinellas,0.095488,1856
121030247031,Pinellas,0.094167,1925
121030247032,Pinellas,0.095677,1861
121030247033,Pinellas,0.095039,1890
121030248011,Pinellas,0.095770,1857
121030248012,Pinellas,0.096579,1808
121030248031,Pinellas,0.096700,1798
121030248032,Pinellas,0.096278,1820
121030248041,Pinellas,0.097898,1766
121030248051,Pinellas,0.096915,1797
121030248052,Pinellas,0.097176,1778
121030249011,Pinellas,0.093377,1917
121030249012,Pinellas,0.094630,1846
121030249013,Pinellas,0.094590,1864
121030249041,Pinellas,0.094378,1849
121030249042,Pinellas,0.093916,1901
121030249043,Pinellas,0.094410,1814
121030249051,Pinellas,0.093040,1919
121030249052,Pinellas,0.093221,1906
121030249053,Pinellas,0.092741,1924
121030249054,Pinellas,0.092546,1930
121030249055,Pinellas,0.092680,1939
121030249061,Pinellas,0.092993,1903
121030249062,Pinellas,0.092940,1900
121030249063,Pinellas,0.092970,1933
121030249071,Pinellas,0.092615,1943
121030249072,Pinellas,0.092023,1969
121030249081,Pinellas,0.092183,1967
121030249082,Pinellas,0.092441,1941
121030250041,Pinellas,0.094064,1892
121030250042,Pinellas,0.095138,1793
121030250043,Pinellas,0.094798,1853
121030250071,Pinellas,0.095911,1777
121030250072,Pinellas,0.096162,1738
121030250073,Pinellas,0.096068,1741
121030250091,Pinellas,0.093672,1907
121030250092,Pinellas,0.093147,1941
121030250111,Pinellas,0.095184,1815
121030250112,Pinellas,0.094455,1838
121030250113,Pinellas,0.094773,1781
121030250121,Pinellas,0.095731,1775
121030250122,Pinellas,0.094627,1267
121030250123,Pinellas,0.095682,1776
121030250124,Pinellas,0.095574,1789
121030250131,Pinellas,0.096067,1742
121030250132,Pinellas,0.096077,1775
121030250133,Pinellas,0.096008,1730
121030250141,Pinellas,0.095713,1808
121030250142,Pinellas,0.097762,1672
121030250151,Pinellas,0.097685,1725
121030250152,Pinellas,0.097585,1698
121030250161,Pinellas,0.096107,1722
121030250171,Pinellas,0.097207,1748
121030250172,Pinellas,0.098482,1672
121030250173,Pinellas,0.098462,1669
121030250181,Pinellas,0.097255,1796
121030250182,Pinellas,0.097821,1783
121030250191,Pinellas,0.098359,1669
121030250192,Pinellas,0.097776,1713
121030250201,Pinellas,0.092960,1912
121030250202,Pinellas,0.092579,1948
121030250211,Pinellas,0.094630,1814
121030250212,Pinellas,0.094258,1858
121030251061,Pinellas,0.098862,1505
121030251062,Pinellas,0.098676,1562
121030251071,Pinellas,0.096655,1584
121030251072,Pinellas,0.097439,1564
121030251073,Pinellas,0.096451,1524
121030251081,Pinellas,0.098718,1441
121030251082,Pinellas,0.098618,1492
121030251091,Pinellas,0.096295,1611
121030251092,Pinellas,0.096592,1615
121030251093,Pinellas,0.097703,1537
121030251101,Pinellas,0.096196,1442
121030251102,Pinellas,0.096214,1555
121030251103,Pinellas,0.097440,1475
121030251104,Pinellas,0.096766,1507
121030251111,Pinellas,0.096350,1635
121030251112,Pinellas,0.096077,1660
121030251113,Pinellas,0.096090,1683
121030251114,Pinellas,0.096446,1648
121030251121,Pinellas,0.096168,1732
121030251122,Pinellas,0.095902,1742
121030251131,Pinellas,0.096712,1622
121030251132,Pinellas,0.096545,1640
121030251133,Pinellas,0.096480,1613
121030251141,Pinellas,0.095917,1722
121030251142,Pinellas,0.095810,1739
121030251151,Pinellas,0.095132,1726
121030251152,Pinellas,0.095046,1739
121030251161,Pinellas,0.095567,1723
121030251162,Pinellas,0.095437,1735
121030251191,Pinellas,0.095776,1603
121030251192,Pinellas,0.094618,1589
121030251193,Pinellas,0.094966,1617
121030251201,Pinellas,0.095751,1603
121030251202,Pinellas,0.095892,1527
121030251203,Pinellas,0.096013,1560
121030251211,Pinellas,0.096428,1490
121030251212,Pinellas,0.096277,1537
121030251221,Pinellas,0.096545,1381
121030251222,Pinellas,0.096572,1417
121030251223,Pinellas,0.095922,1460
121030251231,Pinellas,0.096100,1492
121030251232,Pinellas,0.095699,1527
121030252041,Pinellas,0.095214,1644
121030252042,Pinellas,0.095202,1576
121030252051,Pinellas,0.094812,1497
121030252052,Pinellas,0.094725,1504
121030252053,Pinellas,0.094044,1512
121030252054,Pinellas,0.094319,1589
121030252071,Pinellas,0.094880,1665
121030252072,Pinellas,0.094312,1688
121030252073,Pinellas,0.094163,1723
121030252074,Pinellas,0.094476,1677
121030252081,Pinellas,0.094265,1553
121030252082,Pinellas,0.094136,1589
121030252091,Pinellas,0.094259,1574
121030252092,Pinellas,0.094054,1622
121030252093,Pinellas,0.094131,1658
121030252094,Pinellas,0.094433,1644
121030252101,Pinellas,0.094755,1569
121030252102,Pinellas,0.094249,1540
121030252111,Pinellas,0.095116,1603
121030252112,Pinellas,0.095054,1685
121030253031,Pinellas,0.094469,1798
121030253032,Pinellas,0.095112,1816
121030253033,Pinellas,0.095096,1772
121030253051,Pinellas,0.094642,1811
121030253052,Pinellas,0.094467,1764
121030253071,Pinellas,0.094292,1740
121030253072,Pinellas,0.094381,1769
121030253091,Pinellas,0.094918,1713
121030253092,Pinellas,0.094673,1758
121030253101,Pinellas,0.094352,1747
121030253111,Pinellas,0.094440,1776
121030253112,Pinellas,0.094360,1778
121030253113,Pinellas,0.094617,1756
121030254011,Pinellas,0.095841,1859
121030254012,Pinellas,0.095677,1893
121030254013,Pinellas,0.095322,1859
121030254071,Pinellas,0.095174,1820
121030254072,Pinellas,0.094645,1857
121030254073,Pinellas,0.095240,1810
121030254111,Pinellas,0.093583,1886
121030254121,Pinellas,0.095295,1890
121030254122,Pinellas,0.094967,1850
121030254123,Pinellas,0.095610,1887
121030254131,Pinellas,0.095783,1922
121030254132,Pinellas,0.094784,1967
121030254133,Pinellas,0.094212,1864
121030254141,Pinellas,0.093286,1911
121030254142,Pinellas,0.094556,1832
121030254151,Pinellas,0.093002,1936
121030254152,Pinellas,0.094165,1888
121030254153,Pinellas,0.093887,1878
121030254161,Pinellas,0.094440,1861
121030254162,Pinellas,0.094870,1841
121030254171,Pinellas,0.094057,1870
121030254172,Pinellas,0.094806,1826
121030254181,Pinellas,0.092633,1948
121030254182,Pinellas,0.092733,1935
121030254191,Pinellas,0.093461,1909
121030254192,Pinellas,0.092942,1935
121030254193,Pinellas,0.093098,1931
121030254201,Pinellas,0.094542,1968
121030254202,Pinellas,0.090841,2041
121030254211,Pinellas,0.094855,1920
121030254212,Pinellas,0.094180,1851
121030255011,Pinellas,0.096107,1796
121030255012,Pinellas,0.096040,1847
121030255013,Pinellas,0.095990,1836
121030255051,Pinellas,0.096372,1723
121030255052,Pinellas,0.096259,1686
121030255071,Pinellas,0.095852,1760
121030255072,Pinellas,0.095158,1774
121030255081,Pinellas,0.095330,1826
121030255082,Pinellas,0.095173,1814
121030255091,Pinellas,0.095486,1781
121030255092,Pinellas,0.096002,1719
121030255101,Pinellas,0.096359,1749
121030255102,Pinellas,0.096242,1732
121030255103,Pinellas,0.095705,1743
121030256021,Pinellas,0.096183,1665
121030256022,Pinellas,0.095953,1702
121030256023,Pinellas,0.095587,1703
121030256031,Pinellas,0.095309,1759
121030256032,Pinellas,0.095506,1753
121030256041,Pinellas,0.095283,1774
121030257001,Pinellas,,0
121030257002,Pinellas,0.095631,1564
121030257003,Pinellas,0.096353,1634
121030258001,Pinellas,0.096259,1764
121030258002,Pinellas,0.096552,1751
121030258003,Pinellas,0.096562,1718
121030259011,Pinellas,0.096137,1805
121030259012,Pinellas,0.096508,1786
121030259013,Pinellas,0.096456,1791
121030259021,Pinellas,0.096601,1741
121030259022,Pinellas,0.096226,1792
121030260011,Pinellas,0.095780,1537
121030260012,Pinellas,0.095879,1617
121030260013,Pinellas,0.096121,1688
121030260031,Pinellas,0.095708,1590
121030260032,Pinellas,0.095664,1473
121030260041,Pinellas,0.095767,1425
121030261011,Pinellas,0.096809,1742
121030261012,Pinellas,0.096856,1749
121030261021,Pinellas,0.097966,1745
121030262001,Pinellas,0.096463,1791
121030262002,Pinellas,0.096734,1761
121030263001,Pinellas,0.098198,1794
121030263002,Pinellas,0.098096,1804
121030263003,Pinellas,0.097773,1792
121030263004,Pinellas,0.097670,1815
121030263005,Pinellas,0.096202,1803
121030263006,Pinellas,0.096263,1792
121030264011,Pinellas,0.096080,1849
121030264012,Pinellas,0.096244,1821
121030264013,Pinellas,0.096171,1805
121030264021,Pinellas,0.095965,1857
121030264022,Pinellas,0.096402,1858
121030264023,Pinellas,0.096130,1835
121030265011,Pinellas,0.096162,1858
121030265012,Pinellas,0.096709,1883
121030265021,Pinellas,0.097214,1876
121030265022,Pinellas,0.097171,1854
121030265023,Pinellas,0.096687,1869
121030266011,Pinellas,0.096558,1894
121030266012,Pinellas,0.096042,1920
121030266013,Pinellas,0.096362,1916
121030266021,Pinellas,0.096636,1875
121030266022,Pinellas,0.096639,1910
121030267011,Pinellas,0.098094,1813
121030267012,Pinellas,0.097867,1849
121030267013,Pinellas,0.097503,1856
121030267014,Pinellas,0.097687,1841
121030267031,Pinellas,0.096466,1901
121030267032,Pinellas,0.095660,1946
121030267033,Pinellas,0.094800,1978
121030267034,Pinellas,0.095899,1943
121030267035,Pinellas,0.095573,1948
121030267041,Pinellas,0.096246,1920
121030267042,Pinellas,0.096343,1905
121030267043,Pinellas,0.095747,1942
121030267051,Pinellas,0.097394,1869
121030267052,Pinellas,0.096717,1886
121030267053,Pinellas,0.097000,1895
121030268041,Pinellas,0.094195,1962
121030268042,Pinellas,0.094787,1967
121030268043,Pinellas,0.093644,1959
121030268091,Pinellas,0.090840,2060
121030268092,Pinellas,0.091960,1995
