roadway,begin_post,end_post,facility,match_m,class_is_a_guess
10002030,0.0,0.2,freeway,71,no
10010000,16.289,16.7,principal arterial,56,no
10010000,18.495,18.829,principal arterial,34,no
10010000,20.141,20.645,principal arterial,25,no
10010000,20.645,21.096,principal arterial,60,no
10010000,21.905,22.51,principal arterial,2,no
10010000,24.058,24.816,principal arterial,27,no
10030001,0.0,0.925,minor arterial,92,no
10470018,0.0,0.377,freeway,35,no
10513000,0.0,1.02,collector,36,no
10075007,0.0,0.425,freeway,17,no
10030000,19.174,19.468,principal arterial,22,no
10030000,19.468,19.637,principal arterial,53,no
10030000,19.637,20.276,principal arterial,114,no
10030000,20.276,20.376,principal arterial,9,no
10030000,21.014,21.501,principal arterial,20,no
10040000,0.11,0.216,principal arterial,7,no
10040000,0.216,0.71,principal arterial,11,no
10040000,0.71,0.837,principal arterial,22,no
10040000,1.149,1.423,principal arterial,31,no
10040000,1.423,2.155,principal arterial,11,no
10470030,0.0,0.18,freeway,64,no
10003000,0.0,0.488,minor arterial,43,no
10003000,0.488,0.611,principal arterial,31,no
10003000,0.611,2.609,collector,59,no
10003000,2.609,6.272,freeway,133,no
10003000,6.272,6.374,freeway,51,no
10003000,6.374,7.31,freeway,109,no
10003000,7.31,7.477,freeway,10,no
10003000,7.477,9.538,collector,11,no
10003000,9.538,10.065,principal arterial,22,no
10075326,0.0,0.364,freeway,15,no
10075324,0.0,1.214,freeway,24,no
10075324,2.727,3.092,freeway,25,no
10075362,0.0,1.134,collector,158,no
10075331,0.0,0.209,freeway,38,no
10075331,0.209,0.405,freeway,39,no
10470017,0.0,0.221,freeway,42,no
10075322,0.0,0.16,freeway,52,no
10075370,0.0,1.038,freeway,148,no
10504000,1.775,3.097,minor arterial,50,no
10005000,0.0,0.334,minor arterial,17,no
10005000,0.334,0.824,minor arterial,43,no
10005000,0.824,0.943,minor arterial,1,no
10005000,0.943,1.331,minor arterial,17,no
10005000,1.331,1.837,principal arterial,31,no
10075355,0.0,0.186,freeway,79,no
10470032,0.0,0.189,freeway,35,no
10531000,0.0,1.91,collector,397,no
10075064,0.0,0.014,freeway,40,no
10075064,0.014,0.306,freeway,97,no
10075381,0.0,0.311,minor arterial,77,no
10515000,2.025,4.733,collector,399,no
10002033,0.0,0.173,freeway,86,no
10470061,0.0,0.45,freeway,49,no
10002017,0.0,0.079,freeway,5,no
10075347,0.0,0.67,freeway,64,no
10020000,0.385,0.743,principal arterial,39,no
10020000,1.009,1.328,principal arterial,161,no
10020000,2.961,3.348,principal arterial,82,no
10020000,3.348,4.068,principal arterial,161,no
10075005,0.0,0.241,freeway,21,no
10002015,0.0,0.119,collector,42,no
10075344,0.0,0.534,freeway,50,no
10075344,0.534,1.266,freeway,182,no
10470903,0.0,4.468,freeway,247,no
10075327,0.0,0.44,freeway,9,no
10075056,0.0,0.521,freeway,23,no
10075366,0.0,0.783,freeway,59,no
10002022,0.0,0.238,freeway,16,no
10470028,0.0,0.148,freeway,60,no
10002039,0.0,0.086,freeway,37,no
10075335,0.0,0.376,freeway,90,no
10075335,0.376,0.749,freeway,105,no
10030103,0.0,0.794,freeway,5,no
10030103,0.794,1.745,principal arterial,26,no
10470019,0.0,0.154,freeway,12,no
10075357,0.0,0.25,freeway,21,no
10030101,0.0,0.642,principal arterial,148,no
10030101,0.642,0.752,principal arterial,5,no
10030101,0.752,1.531,collector,93,no
10030101,1.531,1.782,principal arterial,6,no
10470006,0.0,0.021,freeway,7,no
10004003,0.0,0.382,freeway,39,no
10075333,0.0,0.34,freeway,66,no
10075333,0.34,0.907,freeway,98,no
10075011,0.243,0.402,freeway,135,no
10075011,0.402,0.906,minor arterial,84,no
10075367,0.0,0.22,freeway,20,no
10002016,0.0,0.077,minor arterial,26,no
10075334,0.0,0.212,freeway,43,no
10470021,0.0,0.143,freeway,37,no
10523000,4.525,4.735,collector,147,no
10075316,0.0,0.693,freeway,101,no
10470022,0.0,0.202,freeway,49,no
10512000,0.0,3.993,collector,192,no
10640000,6.169,7.189,minor arterial,6,no
10470054,0.0,0.403,freeway,126,no
10075009,0.0,0.447,freeway,177,no
10472502,0.0,1.339,freeway,170,no
10075014,0.0,0.23,freeway,110,no
10470009,0.0,0.028,freeway,22,no
10003004,0.0,0.073,freeway,33,no
10075364,0.0,0.805,freeway,109,no
10472506,0.0,0.606,freeway,35,no
10070000,4.051,4.808,minor arterial,39,no
10070000,4.808,5.439,minor arterial,45,no
10070000,5.439,5.535,minor arterial,4,no
10470034,0.0,0.162,freeway,66,no
10075321,0.0,0.134,freeway,18,no
10075374,0.0,0.499,freeway,419,no
10002035,0.0,0.193,freeway,29,no
10075351,0.0,0.085,freeway,5,no
10470029,0.0,0.17,freeway,63,no
10030102,0.964,1.755,principal arterial,63,no
10003100,0.0,0.241,collector,13,no
10075336,0.0,0.757,freeway,52,no
10075336,0.757,0.819,freeway,42,no
10075004,0.0,0.3,freeway,13,no
10075358,0.0,0.365,freeway,66,no
10075358,0.365,0.386,minor arterial,22,no
10470033,0.0,0.255,minor arterial,48,no
10002020,0.0,0.124,freeway,13,no
10075372,0.0,0.306,collector,11,no
10002024,0.0,0.191,freeway,4,no
10470042,0.0,0.285,freeway,71,no
10075353,0.0,0.693,freeway,79,no
10004000,0.0,2.096,freeway,68,no
10075328,0.0,0.347,freeway,33,no
10075319,0.0,0.83,freeway,79,no
10470023,0.0,0.17,freeway,12,no
10470024,0.0,0.148,freeway,4,no
10470025,0.0,0.213,freeway,48,no
10075100,0.0,1.121,freeway,163,no
10472510,0.0,0.219,freeway,12,no
10610500,0.0,0.531,principal arterial,156,no
10471010,0.0,0.25,freeway,45,no
10075315,0.0,0.038,freeway,6,no
10075384,0.0,0.9,freeway,60,no
10501500,0.0,1.612,collector,23,no
10002038,0.0,0.09,freeway,24,no
10075382,0.0,0.225,collector,24,no
10075346,0.0,1.477,freeway,290,no
10470031,0.0,0.208,freeway,52,no
10075317,0.0,0.486,freeway,27,no
10075368,0.0,0.121,freeway,5,no
10589117,0.0,0.347,freeway,59,no
10002034,0.0,0.263,freeway,43,no
10470043,0.0,0.356,freeway,141,no
10075342,0.0,0.633,freeway,147,no
10470012,0.0,0.33,freeway,116,no
10470014,0.0,0.737,freeway,124,no
10075345,0.0,0.558,freeway,63,no
10471001,0.0,0.335,freeway,11,no
10075338,0.0,0.295,freeway,94,no
10075373,0.0,0.127,collector,19,no
10470041,0.0,0.224,freeway,90,no
10002042,0.0,0.671,freeway,93,no
10470026,0.0,0.135,freeway,56,no
10003003,0.0,0.112,freeway,20,no
10075359,0.0,0.39,freeway,181,no
10500000,0.0,1.019,collector,22,no
10060029,0.0,0.788,principal arterial,226,no
10075369,0.0,0.466,minor arterial,122,no
10002021,0.0,0.113,freeway,30,no
10470011,0.0,0.159,freeway,11,no
10470020,0.0,0.203,freeway,40,no
10075003,0.0,0.368,freeway,24,no
10002339,0.0,0.198,freeway,65,no
10470904,0.0,3.132,freeway,226,no
10004002,0.0,0.04,principal arterial,22,no
10004002,0.04,0.172,freeway,32,no
10470902,0.0,5.259,minor arterial,38,no
10470010,0.0,0.149,freeway,78,no
10075360,0.0,0.53,freeway,171,no
10075354,0.718,0.729,freeway,8,no
10470901,0.0,3.156,collector,102,no
10075070,0.0,0.694,minor arterial,135,no
10075380,0.0,0.126,freeway,23,no
10600000,0.0,4.219,collector,451,no
10075013,0.0,0.224,freeway,118,no
10472508,0.0,0.439,principal arterial,42,no
10002036,0.0,0.165,freeway,65,no
10002014,0.0,0.112,minor arterial,53,no
10075343,0.0,0.867,freeway,59,no
10470062,0.0,0.12,freeway,23,no
10075337,0.0,0.399,freeway,43,no
10002340,0.0,0.193,freeway,67,no
10075365,0.311,0.317,principal arterial,24,no
10470044,0.0,0.45,freeway,64,no
10002032,0.0,0.146,freeway,53,no
10002031,0.0,0.246,freeway,27,no
10470053,0.0,0.446,freeway,63,no
10002018,0.0,0.167,freeway,27,no
10470016,0.0,0.466,freeway,113,no
10520001,0.0,0.564,minor arterial,11,no
10470007,0.0,0.015,freeway,8,no
10004001,0.0,0.109,freeway,12,no
10075008,0.0,0.452,freeway,149,no
10002341,0.0,0.196,freeway,56,no
10075361,0.0,0.248,freeway,113,no
10075330,0.0,0.081,freeway,17,no
10470015,0.0,0.168,freeway,58,no
10075062,0.0,0.438,freeway,87,no
10003001,0.0,0.17,freeway,14,no
10075015,0.0,0.382,freeway,133,no
10472500,0.0,1.378,collector,37,no
10075065,0.0,0.409,freeway,154,no
10470013,0.0,0.228,freeway,91,no
10075320,0.0,0.144,freeway,8,no
10472505,0.0,0.87,freeway,118,no
10075006,0.0,0.4,freeway,91,no
10002013,0.0,0.097,freeway,20,no
10002019,0.0,0.14,freeway,33,no
10075348,0.0,0.5,freeway,34,no
10470052,0.0,0.176,freeway,25,no
10471000,0.0,0.115,freeway,50,no
10471000,0.115,3.021,minor arterial,164,no
10003002,0.0,0.113,freeway,29,no
10075002,0.0,0.491,freeway,114,no
10075350,0.0,0.499,freeway,183,no
10470008,0.0,0.2,freeway,51,no
10075012,0.0,0.45,freeway,138,no
10075371,0.0,0.19,collector,15,no
10075383,0.0,0.218,freeway,38,no
10589116,0.0,0.33,freeway,15,no
10002023,0.0,0.249,freeway,13,no
10470051,0.0,0.291,freeway,48,no
10002041,0.0,0.019,freeway,4,no
10075349,0.0,0.504,freeway,46,no
10470027,0.0,0.233,freeway,32,no
10003005,0.0,0.005,freeway,10,no
10000107,0.0,0.957,collector,21,no
10110000,6.314,6.516,principal arterial,27,no
10110000,6.516,7.08,freeway,12,no
10310000,2.998,3.32,principal arterial,8,no
10310000,4.339,4.593,principal arterial,2,no
10310000,4.593,4.847,principal arterial,30,no
10310000,5.461,5.858,principal arterial,62,no
10250001,0.0,0.203,principal arterial,42,no
10000063,1.18,1.745,minor arterial,15,no
10000063,1.745,1.983,minor arterial,64,no
10080000,0.0,0.358,minor arterial,5,no
10080000,0.358,0.983,minor arterial,93,no
10080000,2.622,3.254,principal arterial,7,no
10080000,3.254,3.526,principal arterial,16,no
10080000,3.526,3.632,principal arterial,23,no
10080000,3.632,3.86,principal arterial,12,no
10080000,3.86,3.907,principal arterial,6,no
10080000,3.907,3.995,principal arterial,9,no
10080000,3.995,4.199,principal arterial,9,no
10080000,4.199,4.569,principal arterial,6,no
10080000,4.569,4.613,principal arterial,2,no
10320162,0.0,0.109,freeway,52,no
10190000,2.613,3.257,freeway,27,no
10190000,4.339,5.117,freeway,73,no
10190000,5.117,6.6,freeway,35,no
10190000,6.6,6.85,freeway,26,no
10190000,7.671,8.435,freeway,27,no
10190000,28.673,29.866,freeway,329,no
10140114,0.0,0.056,freeway,9,no
10000045,0.319,0.605,collector,21,no
10000045,0.633,1.126,collector,31,no
10160048,0.0,0.152,principal arterial,32,no
10000225,0.0,3.186,collector,166,no
10200001,0.0,0.17,principal arterial,37,no
10120000,17.792,22.757,minor arterial,1402,yes
10120000,22.757,23.381,minor arterial,2039,yes
10470000,0.741,1.094,freeway,64,no
10470000,7.783,8.694,freeway,57,no
10470000,8.694,10.612,freeway,104,no
10470000,10.612,12.37,freeway,187,no
10470000,12.37,12.82,freeway,130,no
10000094,0.0,0.329,collector,41,no
10190193,0.0,0.278,principal arterial,34,no
10000085,0.0,0.117,minor arterial,77,no
10000085,0.117,0.445,principal arterial,1,no
10320161,0.0,0.126,freeway,53,no
10270122,0.0,0.141,freeway,51,no
10000193,0.0,0.03,collector,30,no
10000193,0.03,0.245,collector,72,no
10000193,0.245,0.621,collector,4,no
10000175,0.0,0.058,collector,3,no
10000175,0.058,0.381,collector,20,no
10140117,0.0,0.383,freeway,42,no
10000055,0.0,0.18,minor arterial,101,no
10160050,0.0,0.171,principal arterial,20,no
10190090,0.0,0.183,freeway,32,no
10000350,0.0,1.092,minor arterial,21,no
10190503,0.0,0.142,freeway,5,no
10190087,0.0,0.262,freeway,72,no
10330000,1.901,2.135,principal arterial,9,no
10000199,0.0,0.505,freeway,522,yes
10000199,0.505,1.043,collector,235,no
10000199,1.53,1.722,minor arterial,94,no
10000136,0.0,0.908,minor arterial,95,no
10000136,0.908,1.712,collector,25,no
10000136,1.712,2.2,collector,117,no
10140105,0.554,0.748,freeway,30,no
10000030,0.0,5.522,collector,38,no
10270006,0.167,0.275,principal arterial,3,no
10140000,5.012,5.3,freeway,14,no
10140000,5.3,5.379,freeway,52,no
10140000,5.379,6.007,freeway,8,no
10000088,0.0,2.006,collector,887,yes
10270000,1.363,1.608,principal arterial,16,no
10270000,2.234,2.748,principal arterial,10,no
10000099,0.0,0.08,minor arterial,13,no
10000099,0.08,0.517,minor arterial,6,no
10000099,0.517,0.548,collector,41,no
10000099,0.548,0.574,collector,21,no
10190446,0.0,0.471,freeway,16,no
10360000,0.282,0.501,principal arterial,4,no
10190114,0.0,0.273,freeway,56,no
10000201,0.0,0.758,collector,45,no
10000178,0.0,0.124,collector,24,no
10240501,0.0,0.214,collector,3,no
10000080,0.0,1.494,principal arterial,112,no
10190119,0.0,0.385,minor arterial,114,no
10320164,0.0,0.131,principal arterial,82,no
10000169,0.0,0.23,principal arterial,25,no
10000114,0.0,0.383,principal arterial,30,no
10150000,0.0,1.84,principal arterial,40,no
10150000,12.345,12.657,principal arterial,18,no
10150000,12.657,12.85,freeway,9,no
10000021,0.0,1.36,minor arterial,191,no
10000021,1.36,2.063,minor arterial,256,no
10190456,0.0,0.364,freeway,102,no
10130042,0.0,0.142,principal arterial,5,no
10320143,0.0,0.235,freeway,10,no
10000209,0.0,6.139,collector,3,no
10000098,0.0,0.055,minor arterial,41,no
10000098,0.055,0.391,principal arterial,35,no
10190400,0.0,1.382,freeway,294,no
10320154,0.0,0.111,freeway,24,no
10190016,0.0,0.187,freeway,9,no
10000203,0.0,0.364,collector,14,no
10000176,0.0,0.489,collector,43,no
10000176,0.489,1.057,collector,30,no
10000176,1.057,2.802,collector,190,no
10000060,0.0,2.574,collector,181,no
10190118,0.0,0.245,collector,91,no
10270112,0.0,0.208,freeway,5,no
10270112,0.208,0.444,freeway,19,no
10000158,0.0,1.008,collector,97,no
10140119,0.0,0.165,freeway,29,no
10000050,0.0,0.705,collector,128,no
10000050,0.809,5.549,collector,205,no
10190068,0.071,0.331,freeway,25,no
10000300,0.0,0.48,freeway,17,no
10190600,0.0,0.305,freeway,54,no
10190600,0.305,0.539,minor arterial,98,no
10190088,0.0,0.172,freeway,25,no
10320183,0.0,0.163,freeway,28,no
10090100,0.0,0.674,freeway,115,no
10320156,0.0,0.163,freeway,54,no
10190011,0.0,0.033,freeway,6,no
10270111,0.0,0.538,freeway,54,no
10000132,3.163,3.87,collector,73,no
10000044,0.0,2.264,collector,141,no
10000247,0.0,2.493,collector,54,no
10000079,0.0,1.018,collector,71,no
10000039,0.0,3.832,collector,433,no
10000156,0.0,1.095,collector,80,no
10000118,0.0,2.0,collector,46,no
10190067,0.0,0.154,freeway,44,no
10160000,6.167,6.818,collector,33,no
10160000,11.628,12.767,freeway,99,no
10320157,0.0,0.106,freeway,55,no
10270124,0.0,0.102,freeway,34,no
10270124,0.102,0.207,freeway,74,no
10000140,0.0,0.546,collector,95,no
10140112,0.0,0.097,freeway,12,no
10000251,0.0,1.519,collector,53,no
10200100,0.0,0.165,principal arterial,54,no
10190089,0.0,0.208,freeway,55,no
10000093,0.0,0.602,collector,28,no
10190018,0.0,0.339,freeway,19,no
10000074,0.0,0.529,collector,386,no
10000083,0.0,0.093,collector,23,no
10190104,0.0,0.187,freeway,36,no
10080002,0.0,0.071,principal arterial,7,no
10320144,0.0,0.198,freeway,10,no
10000170,0.0,1.055,collector,99,no
10140103,0.0,0.233,freeway,17,no
10140103,0.233,0.52,freeway,15,no
10000049,0.0,0.602,collector,115,no
10000227,0.0,3.923,collector,173,no
10190056,0.0,0.092,freeway,32,no
10320141,0.0,0.524,freeway,35,no
10000096,0.0,0.147,minor arterial,126,no
10000096,0.147,1.58,collector,28,no
10190126,0.0,0.281,freeway,85,no
10260000,5.868,5.947,principal arterial,11,no
10000095,0.0,0.335,collector,37,no
10190175,0.0,0.18,freeway,14,no
10350000,0.0,0.28,minor arterial,21,no
10350000,0.28,0.499,freeway,4,no
10000215,0.0,2.024,collector,297,no
10000182,0.0,0.3,collector,65,no
10000070,2.034,2.843,minor arterial,14,no
10190109,0.0,0.225,freeway,26,no
10000167,0.0,0.77,collector,192,no
10160047,0.0,0.173,principal arterial,61,no
10320163,0.0,0.117,freeway,42,no
10000189,0.0,0.401,collector,107,no
10000151,0.0,0.487,collector,38,no
10140100,0.0,0.11,freeway,58,no
10000053,0.0,0.92,minor arterial,881,yes
10190453,0.0,0.458,principal arterial,10,no
10190086,0.0,0.333,principal arterial,116,no
10190021,0.0,0.226,freeway,26,no
10190143,0.0,0.268,freeway,10,no
10320148,0.0,0.184,freeway,39,no
10190009,0.0,0.99,freeway,61,no
10000206,0.0,0.195,collector,87,no
10000077,0.0,0.05,collector,6,no
10000077,0.05,2.017,collector,3,no
10000029,0.0,1.904,collector,481,no
10270008,0.0,0.311,principal arterial,11,no
10000186,0.0,2.288,collector,271,no
10000131,0.0,0.731,collector,113,no
10180000,0.0,0.047,minor arterial,8,no
10180000,0.082,0.376,minor arterial,60,no
10270003,0.0,0.179,freeway,29,no
10270003,0.179,1.698,freeway,75,no
10190502,0.0,0.276,freeway,11,no
10190137,0.0,0.212,freeway,30,no
10000064,0.402,1.5,principal arterial,9,no
10000275,0.0,1.62,collector,26,no
10190051,0.0,0.183,freeway,71,no
10260100,0.0,0.301,collector,44,no
10190447,0.0,0.203,freeway,28,no
10190085,0.0,0.139,freeway,37,no
10090200,0.0,0.296,principal arterial,79,no
10320172,0.0,0.075,freeway,11,no
10270128,0.154,0.264,freeway,50,no
10000181,0.0,0.102,minor arterial,19,no
10140104,0.0,0.097,freeway,54,no
10000025,0.0,1.015,collector,47,no
10000192,0.0,0.268,minor arterial,44,no
10000115,0.0,1.322,collector,35,no
10470005,0.0,0.167,freeway,25,no
10190072,0.0,0.156,freeway,23,no
10190103,0.0,0.207,freeway,7,no
10320150,0.0,0.169,freeway,39,no
10190004,0.0,0.166,freeway,28,no
10000139,0.0,1.18,collector,169,no
10140106,0.0,0.177,freeway,36,no
10140106,0.177,0.369,freeway,8,no
10140106,0.369,0.911,freeway,72,no
10000056,0.0,0.189,collector,8,no
10000032,0.0,1.9,collector,498,no
10190008,0.0,0.51,freeway,34,no
10270125,0.0,0.057,freeway,24,no
10000184,0.0,3.063,collector,634,yes
10140126,0.0,0.284,freeway,54,no
10000034,0.0,1.169,minor arterial,58,no
10000230,0.0,3.837,collector,198,no
10190504,0.0,0.428,freeway,42,no
10320166,0.0,0.157,freeway,33,no
10270123,0.0,0.208,freeway,31,no
10000187,0.0,1.012,collector,31,no
10000134,0.0,4.025,minor arterial,98,no
10140118,0.0,0.086,freeway,31,no
10000046,0.0,0.737,collector,387,no
10000046,0.78,1.28,collector,186,no
10160046,0.0,0.12,principal arterial,8,no
10000352,0.0,1.12,collector,165,no
10190505,0.0,0.446,freeway,93,no
10190094,0.0,0.33,principal arterial,33,no
10000239,0.0,1.136,collector,17,no
10190449,0.0,0.367,freeway,50,no
10190115,0.0,0.191,freeway,41,no
10270120,0.0,0.235,freeway,17,no
10000116,0.0,1.004,collector,59,no
10190095,0.0,0.184,principal arterial,20,no
10000246,0.0,1.522,collector,61,no
10080101,0.0,0.131,freeway,23,no
10080101,0.131,0.218,principal arterial,6,no
10080101,0.218,0.439,principal arterial,44,no
10080101,0.439,0.607,principal arterial,4,no
10000200,0.0,0.509,collector,24,no
10190111,0.0,0.254,freeway,29,no
10000159,0.0,0.816,minor arterial,29,no
10190019,0.0,0.406,freeway,87,no
10290001,0.0,0.11,principal arterial,75,no
10000202,0.0,0.111,minor arterial,81,no
10270114,0.529,0.805,freeway,31,no
10000135,0.0,0.758,collector,183,no
10000135,0.868,2.6,collector,176,no
10140116,0.0,0.268,freeway,88,no
10000301,0.0,1.296,collector,302,no
10190098,0.0,0.18,principal arterial,19,no
10000104,0.0,1.454,minor arterial,425,no
10190133,0.0,0.298,freeway,116,no
10000086,0.0,1.379,collector,220,no
10190300,0.0,1.443,collector,377,no
10320142,0.0,0.192,principal arterial,61,no
10190012,0.0,0.055,freeway,14,no
10000040,0.466,3.059,collector,18,no
10000261,0.0,1.593,collector,409,no
10190070,0.0,0.098,freeway,28,no
10000124,0.0,2.937,collector,78,no
10000244,0.0,2.261,freeway,162,no
10190145,0.0,0.266,freeway,31,no
10000073,0.0,0.572,collector,34,no
10270115,0.0,0.143,freeway,45,no
10000143,0.0,2.032,collector,432,no
10140113,0.0,0.063,freeway,9,no
10000043,0.0,4.054,collector,11,no
10160044,0.0,0.161,principal arterial,17,no
10190458,0.0,0.328,freeway,50,no
10130041,0.0,0.156,principal arterial,10,no
10190135,0.0,0.172,freeway,21,no
10190444,0.0,0.08,principal arterial,6,no
10000166,0.0,0.103,collector,217,no
10000166,0.15,0.397,collector,336,no
10000166,0.418,1.751,collector,151,no
10320167,0.0,0.114,freeway,7,no
10000051,0.0,1.657,collector,60,no
10000038,0.0,1.52,collector,383,no
10270004,0.0,0.615,freeway,101,no
10000255,0.0,1.004,minor arterial,11,no
10190093,0.0,0.522,principal arterial,44,no
10130043,0.0,0.173,principal arterial,46,no
10000097,0.0,0.336,collector,40,no
10000097,0.336,0.618,collector,71,no
10190445,0.0,0.525,freeway,24,no
10320184,0.0,0.285,freeway,37,no
10190113,0.0,0.273,freeway,75,no
10320160,0.0,0.136,principal arterial,29,no
10270119,0.0,0.131,freeway,22,no
10000168,0.0,0.523,collector,11,no
10000130,0.0,1.025,collector,45,no
10000252,0.0,0.562,collector,56,no
10130111,0.0,0.343,freeway,18,no
10190139,0.0,0.158,principal arterial,40,no
10000249,0.0,0.446,principal arterial,80,no
10190457,0.0,0.307,freeway,8,no
10190096,0.0,0.183,principal arterial,14,no
10160049,0.0,0.194,principal arterial,8,no
10190454,0.0,0.21,freeway,37,no
10000105,0.0,0.501,collector,56,no
10190023,0.0,0.271,freeway,26,no
10190152,0.0,0.39,freeway,6,no
10000214,0.502,1.263,collector,40,no
10000081,0.0,0.508,collector,20,no
10000278,0.0,1.507,collector,98,no
10190507,0.0,0.048,freeway,8,no
10190092,0.0,0.255,freeway,48,no
10000075,0.0,0.554,collector,4,no
10000075,0.554,1.515,collector,55,no
10000075,1.515,2.776,collector,316,no
10320170,0.0,0.11,freeway,51,no
10190010,0.0,0.243,freeway,66,no
10270126,0.0,0.137,freeway,46,no
10140128,0.0,0.653,freeway,34,no
10190448,0.0,0.191,freeway,51,no
10190071,0.312,0.575,freeway,22,no
10190071,0.575,0.697,freeway,32,no
10320146,0.0,0.167,minor arterial,28,no
10190015,0.0,0.524,freeway,53,no
10270129,0.0,0.573,freeway,84,no
10140115,0.0,0.088,freeway,7,no
10000120,0.0,0.103,collector,2,no
10190132,0.0,0.346,freeway,29,no
10190110,0.0,0.215,freeway,88,no
10320153,0.0,0.153,freeway,83,no
10000241,0.0,0.492,collector,120,no
10130112,0.0,0.282,freeway,29,no
10000091,0.0,1.535,collector,642,yes
10190138,0.0,0.404,principal arterial,39,no
10190380,0.0,0.321,collector,73,no
10320185,0.0,0.155,freeway,17,no
10190022,0.0,0.281,freeway,7,no
10190105,0.0,0.211,freeway,22,no
10320152,0.0,0.144,freeway,25,no
10190150,0.0,0.295,freeway,9,no
10000092,0.0,1.668,collector,127,no
10320168,0.0,0.106,freeway,51,no
10190020,0.0,0.472,freeway,13,no
10000204,0.0,0.093,collector,2,no
10320186,0.0,0.27,freeway,44,no
10190017,0.0,0.318,freeway,14,no
10190120,0.0,0.345,freeway,80,no
10240500,0.0,2.236,collector,177,no
10000071,0.0,3.863,collector,445,no
10190121,0.0,0.234,freeway,66,no
10320151,0.0,0.175,freeway,21,no
10000152,0.0,1.517,collector,9,no
10000128,0.0,0.504,freeway,1,no
10000052,0.0,2.78,minor arterial,447,no
10190506,0.0,0.16,principal arterial,26,no
10190097,0.0,0.23,principal arterial,26,no
10190141,0.0,0.507,freeway,85,no
10190154,0.0,0.322,freeway,11,no
10320182,0.0,0.707,freeway,47,no
10190112,0.0,0.255,freeway,105,no
10190452,0.0,0.327,freeway,14,no
10000113,0.0,0.82,minor arterial,24,no
10190025,0.0,0.194,freeway,22,no
10190379,0.0,0.293,freeway,95,no
10320171,0.0,0.081,freeway,17,no
10270127,0.0,0.022,freeway,3,no
10000023,0.0,1.14,collector,356,no
10190451,0.0,0.313,freeway,30,no
10000103,0.0,3.871,collector,317,no
10470004,0.0,0.203,freeway,95,no
10180101,0.0,0.11,minor arterial,19,no
10190183,0.0,0.188,freeway,5,no
10190136,0.0,0.209,freeway,18,no
10190108,0.0,0.219,freeway,40,no
10320149,0.0,0.177,freeway,48,no
10000775,0.0,0.276,collector,187,no
10000551,0.0,0.363,principal arterial,23,no
10000551,0.363,0.591,principal arterial,172,no
10000747,0.0,0.262,collector,20,no
10002000,0.302,1.5,freeway,63,no
10002000,2.123,4.157,freeway,128,no
10002000,4.157,4.91,freeway,54,no
10002000,4.91,5.111,collector,11,no
10002000,5.5,5.8,principal arterial,51,no
10002000,5.8,6.98,principal arterial,103,no
10002000,6.98,7.115,freeway,1,no
10002000,7.115,8.209,freeway,27,no
10002000,8.209,9.13,freeway,35,no
10002000,13.776,14.217,freeway,71,no
10000645,9.715,11.18,minor arterial,87,no
10000645,11.777,13.183,minor arterial,434,no
10000550,0.0,0.277,collector,10,no
10000550,0.277,0.331,collector,15,no
10000550,0.331,0.69,collector,31,no
10000739,0.0,0.471,minor arterial,395,no
10002004,0.0,0.117,freeway,45,no
10000723,0.0,1.246,collector,216,no
10000778,0.0,0.252,minor arterial,116,no
10000620,0.0,0.695,collector,407,no
10000701,0.0,0.519,collector,25,no
10000605,0.0,0.903,minor arterial,97,no
10000742,0.0,1.512,collector,24,no
10000367,0.0,0.073,collector,16,no
10002012,0.0,0.077,freeway,3,no
10000722,0.0,1.268,minor arterial,435,no
10000633,0.0,0.146,minor arterial,4,no
10000774,0.0,0.17,collector,177,no
10000643,0.0,0.152,collector,10,no
10000643,0.152,0.304,collector,7,no
10000740,0.0,0.61,principal arterial,403,no
10000364,0.0,0.587,minor arterial,29,no
10000364,0.587,0.89,collector,29,no
10000364,0.89,1.027,minor arterial,22,no
10000642,0.0,2.583,collector,209,no
10000552,0.0,0.088,collector,20,no
10000552,0.088,0.178,principal arterial,10,no
10000763,0.0,0.883,collector,34,no
10000702,0.0,0.519,collector,268,no
10000615,0.0,0.193,minor arterial,18,no
10000006,0.0,0.348,collector,228,no
10000006,0.348,1.455,minor arterial,76,no
10000006,2.502,6.216,minor arterial,202,no
10002002,0.0,0.18,freeway,15,no
10000710,0.0,0.422,minor arterial,178,no
10000616,0.0,0.274,minor arterial,28,no
10000616,0.274,2.212,collector,77,no
10000767,0.0,0.346,collector,29,no
10000755,0.0,2.617,minor arterial,227,no
10000732,0.0,2.757,collector,166,no
10000374,0.0,0.811,collector,43,no
10000772,0.0,1.005,collector,343,no
10000716,0.0,1.918,collector,4,no
10000630,0.0,0.372,minor arterial,3,no
10000630,0.372,1.027,minor arterial,4,no
10000504,8.863,8.911,minor arterial,21,no
10000748,0.0,1.419,collector,187,no
10000628,0.0,0.355,collector,38,no
10000705,0.0,1.77,minor arterial,154,no
10000703,0.0,0.908,collector,471,no
10000611,1.863,1.974,minor arterial,8,no
10000611,1.974,2.144,minor arterial,17,no
10000611,2.144,2.173,minor arterial,4,no
10000611,2.173,2.874,minor arterial,24,no
10000731,0.0,1.009,collector,406,no
10000613,0.0,0.137,collector,4,no
10000613,0.137,0.747,collector,24,no
10000791,0.0,0.052,minor arterial,87,no
10000606,0.0,3.447,collector,121,no
10000373,0.0,0.068,freeway,13,no
