roadway,county,begin_post,end_post,length_mi,aadt,description,crashes,deaths,serious,ped_deaths,occ_deaths,occ_serious,vmt_period,deaths_per_100M_vmt,crashes_per_100M_vmt
10471010,Hillsborough,0.0,0.25,0.25,32000,SR597/DALE MABRY HWY,4,0,0,0,0,0,20148000,0.0,19.9
10075315,Hillsborough,0.0,0.038,0.038,15500,I-75 / NB,11,0,1,0,0,0,1483396,0.0,741.5
10075384,Hillsborough,0.0,0.9,0.9,6900,CR-672/BIG BEND RD,0,0,0,0,0,0,15639885,0.0,0.0
10501500,Hillsborough,0.0,1.612,1.612,10700,PROGRESS BLVD,140,0,8,0,0,8,43440095,0.0,322.3
10002038,Hillsborough,0.0,0.09,0.09,6100,SR-618 WB,1,0,0,0,0,0,1382656,0.0,72.3
10075382,Hillsborough,0.0,0.225,0.225,28500,CR-672/BIG BEND RD,0,0,0,0,0,0,16149881,0.0,0.0
10075346,Hillsborough,0.0,1.477,1.477,15000,I-75/SR-93A SB,53,0,0,0,0,0,55797368,0.0,95.0
10470031,Hillsborough,0.0,0.208,0.208,2700,HUTCHISON RD,0,0,0,0,0,0,1414390,0.0,0.0
10075317,Hillsborough,0.0,0.486,0.486,5500,I-75 / SR-93A,9,0,0,0,0,0,6731950,0.0,133.7
10075368,Hillsborough,0.0,0.121,0.121,15500,10075323 NB OFF,3,0,0,0,0,0,4723447,0.0,63.5
10589117,Hillsborough,0.0,0.347,0.347,7000,SR-589 NB,38,0,1,0,0,1,6117436,0.0,621.2
10002034,Hillsborough,0.0,0.263,0.263,2100,78 ST NB,2,0,0,0,0,0,1390968,0.0,143.8
10470043,Hillsborough,0.0,0.356,0.356,3200,CR 685A/VAN DYKE RD,4,0,2,0,0,2,2869075,0.0,139.4
10075342,Hillsborough,0.0,0.633,0.633,16500,EB I-4/SR-400,23,0,0,0,0,0,26304473,0.0,87.4
10470012,Hillsborough,0.0,0.33,0.33,6800,EB CR 584/WATERS AVE,57,0,0,0,0,0,5651514,0.0,1008.6
10470014,Hillsborough,0.0,0.737,0.737,4600,SR 589 SB,13,0,0,0,0,0,8538219,0.0,152.3
10075345,Hillsborough,0.0,0.558,0.558,16000,I-4/SR-400 WB,38,0,5,0,0,4,22485168,0.0,169.0
10471001,Hillsborough,0.0,0.335,0.335,32000,END BRIDGE 100624,1,0,0,0,0,0,26998320,0.0,3.7
10075338,Hillsborough,0.0,0.295,0.295,12500,SR-574/MLK BLVD EB,4,0,0,0,0,0,9286969,0.0,43.1
10075373,Hillsborough,0.0,0.127,0.127,300,14 AVE SE,0,0,0,0,0,0,95955,0.0,0.0
10470041,Hillsborough,0.0,0.224,0.224,3200,SR 589 NB,2,0,0,0,0,0,1805261,0.0,110.8
10002042,Hillsborough,0.0,0.671,0.671,2200,SR-618 WB,12,0,0,0,0,0,3717810,0.0,322.8
10470026,Hillsborough,0.0,0.135,0.135,6500,SR 589 NB,1,0,0,0,0,0,2209984,0.0,45.2
10003003,Hillsborough,0.0,0.112,0.112,5200,SR-618 / SELMON EXPY,0,0,0,0,0,0,1466774,0.0,0.0
10075359,Hillsborough,0.0,0.39,0.39,5900,I-75/SR-93A SB,10,0,1,0,0,1,5795068,0.0,172.6
10500000,Hillsborough,0.0,1.019,1.019,8100,SR-582 / FOWLER AVE,82,0,2,0,0,0,20787447,0.0,394.5
10060029,Hillsborough,0.0,0.788,0.788,700,US-41 / SR-45,5,0,1,0,0,0,1389205,0.0,359.9
10075369,Hillsborough,0.0,0.466,0.466,300,SR 674/E COLLEGE AVE,6,0,0,0,0,0,352086,0.0,1704.1
10002021,Hillsborough,0.0,0.113,0.113,4500,US-41/SR-45NEBRASKA,7,0,0,0,0,0,1280657,0.0,546.6
10470011,Hillsborough,0.0,0.159,0.159,6500,SR 589 SB,9,0,1,0,0,1,2602870,0.0,345.8
10470020,Hillsborough,0.0,0.203,0.203,3100,10470033 RAMP,3,0,0,0,0,0,1584892,0.0,189.3
10075003,Hillsborough,0.0,0.368,0.368,8400,SR-674 COLLEGE AVE,15,0,1,0,0,1,7785187,0.0,192.7
10002339,Hillsborough,0.0,0.198,0.198,5100,US-301/SR-43 NB,5,0,0,0,0,0,2543181,0.0,196.6
10470904,Hillsborough,0.0,3.132,3.132,4600,SR 589 SB,0,0,0,0,0,0,36284533,0.0,0.0
10004002,Hillsborough,0.0,0.04,0.04,6600,US-92 / SR-600 / S D,0,0,0,0,0,0,664884,0.0,0.0
10004002,Hillsborough,0.04,0.172,0.132,350,N/A,0,0,0,0,0,0,116355,0.0,0.0
10470902,Hillsborough,0.0,5.259,5.259,4800,SR 589 SB,0,0,0,0,0,0,63574999,0.0,0.0
10470010,Hillsborough,0.0,0.149,0.149,6500,HILLSBOROUGH AVE,4,0,1,0,0,1,2439167,0.0,164.0
10075360,Hillsborough,0.0,0.53,0.53,5500,CR 579 FLETCHER AVWB,4,0,0,0,0,0,7341428,0.0,54.5
10075354,Hillsborough,0.718,0.729,0.011,16500,N/A,1,0,0,0,0,0,457108,0.0,218.8
10470901,Hillsborough,0.0,3.156,3.156,5900,SR 589 NB,0,0,0,0,0,0,46895477,0.0,0.0
10075070,Hillsborough,0.0,0.694,0.694,3600,134 AVE NE,0,0,0,0,0,0,6292220,0.0,0.0
10075380,Hillsborough,0.0,0.126,0.126,11500,I-75 SB,0,0,0,0,0,0,3649306,0.0,0.0
10600000,Hillsborough,0.0,4.219,4.219,300,COCKROACH BAY RD,16,0,2,0,0,1,3187665,0.0,501.9
10075013,Hillsborough,0.0,0.224,0.224,6600,GIBSONTON DR,5,0,0,0,0,0,3723350,0.0,134.3
10472508,Hillsborough,0.0,0.439,0.439,1900,10472502 RAMP,0,0,0,0,0,0,2100681,0.0,0.0
10002036,Hillsborough,0.0,0.165,0.165,5100,US-301/SR-43 SB,5,0,0,0,0,0,2119318,0.0,235.9
10002014,Hillsborough,0.0,0.112,0.112,5900,SR-618 / SELMON EXPW,5,0,0,0,0,0,1664225,0.0,300.4
10075343,Hillsborough,0.0,0.867,0.867,18500,10075341NB OFF TO I4,12,0,0,0,0,0,40395481,0.0,29.7
10470062,Hillsborough,0.0,0.12,0.12,4600,10470016 RAMP,0,0,0,0,0,0,1390212,0.0,0.0
10075337,Hillsborough,0.0,0.399,0.399,9800,SR-574/MLK BLVD WB,11,0,0,0,0,0,9847839,0.0,111.7
10002340,Hillsborough,0.0,0.193,0.193,8000,FALKENBERG RD SB,3,0,1,0,0,1,3888564,0.0,77.1
10075365,Hillsborough,0.311,0.317,0.006,15000,N/A,1,0,0,0,0,0,226665,0.0,441.2
10470044,Hillsborough,0.0,0.45,0.45,3700,SR 589 SB,5,0,0,0,0,0,4193302,0.0,119.2
10002032,Hillsborough,0.0,0.146,0.146,3700,SR-618 WB,6,0,2,0,0,2,1360494,0.0,441.0
10002031,Hillsborough,0.0,0.246,0.246,7100,SR-618 EB,12,0,0,0,0,0,4398812,0.0,272.8
10470053,Hillsborough,0.0,0.446,0.446,2000,LUTZ-LAKE FERN RD,2,0,0,0,0,0,2246502,0.0,89.0
10002018,Hillsborough,0.0,0.167,0.167,4500,SR-618 WB,4,0,0,0,0,0,1892653,0.0,211.3
10470016,Hillsborough,0.0,0.466,0.466,5000,SR 589 NB,11,0,4,0,0,1,5868105,0.0,187.5
10520001,Hillsborough,0.0,0.564,0.564,16900,CR-587A / W WATERS A,219,0,5,0,0,3,24005335,0.0,912.3
10470007,Hillsborough,0.0,0.015,0.015,1900,SR 589 SB,0,0,0,0,0,0,71777,0.0,0.0
10004001,Hillsborough,0.0,0.109,0.109,1100,US-92 / SR-600 / S D,0,0,0,0,0,0,301968,0.0,0.0
10075008,Hillsborough,0.0,0.452,0.452,6900,I-75 NB / SR-93A,22,0,1,0,0,1,7854698,0.0,280.1
10002341,Hillsborough,0.0,0.196,0.196,7300,SR-618 EB,5,0,1,0,0,1,3603470,0.0,138.8
10075361,Hillsborough,0.0,0.248,0.248,17000,EB CR-582A/FLETCHER,50,0,0,0,0,0,10617996,0.0,470.9
10075330,Hillsborough,0.0,0.081,0.081,7700,I-75 SB/SR-93A,3,0,0,0,0,0,1570788,0.0,191.0
10470015,Hillsborough,0.0,0.168,0.168,4600,CR 584 WB/WATERS AVE,5,0,0,0,0,0,1946297,0.0,256.9
10075062,Hillsborough,0.0,0.438,0.438,21000,NB I-75/SR-93A,18,0,1,0,0,1,23165163,0.0,77.7
10003001,Hillsborough,0.0,0.17,0.17,6600,SR-618,1,0,0,0,0,0,2825757,0.0,35.4
10075015,Hillsborough,0.0,0.382,0.382,27000,I-75/SR-93A SB,50,0,3,0,0,3,25975809,0.0,192.5
10472500,Hillsborough,0.0,1.378,1.378,18800,BMP BRIDGE 100726,13,0,0,0,0,0,65245268,0.0,19.9
10075065,Hillsborough,0.0,0.409,0.409,8700,I-75 SB,4,0,0,0,0,0,8961579,0.0,44.6
10470013,Hillsborough,0.0,0.228,0.228,6800,SR 589 NB,11,0,1,0,0,1,3904682,0.0,281.7
10075320,Hillsborough,0.0,0.144,0.144,5500,US-301/SR-43 NB,0,0,0,0,0,0,1994652,0.0,0.0
10472505,Hillsborough,0.0,0.87,0.87,18800,SR 618 WB,24,0,1,0,0,0,41192586,0.0,58.3
10075006,Hillsborough,0.0,0.4,0.4,10000,I-75 / SB / SR-93A,3,0,0,0,0,0,10074000,0.0,29.8
10002013,Hillsborough,0.0,0.097,0.097,5600,PLANT AVE,1,0,0,0,0,0,1368049,0.0,73.1
10002019,Hillsborough,0.0,0.14,0.14,4200,S JEFFERSON ST NB,1,0,0,0,0,0,1480878,0.0,67.5
10075348,Hillsborough,0.0,0.5,0.5,14500,RAMP 10075346,7,0,0,0,0,0,18259125,0.0,38.3
10470052,Hillsborough,0.0,0.176,0.176,2600,LUTZ-LAKE FERN RD,5,0,0,0,0,0,1152466,0.0,433.9
10471000,Hillsborough,0.0,0.115,0.115,32450,SR 589/VETERANS EXPY,1,0,0,0,0,0,9398412,0.0,10.6
10471000,Hillsborough,0.115,3.021,2.906,14900,N/A,61,0,4,0,0,3,109049539,0.0,55.9
10003002,Hillsborough,0.0,0.113,0.113,4800,SR-618 / SELMON EXPY,3,0,0,0,0,0,1366034,0.0,219.6
10075002,Hillsborough,0.0,0.491,0.491,8400,I-75 / SR-93A,6,0,1,0,0,1,10387301,0.0,57.8
10075350,Hillsborough,0.0,0.499,0.499,2800,NB I-75/SR 93A,33,0,0,0,0,0,3518848,0.0,937.8
10470008,Hillsborough,0.0,0.2,0.2,4100,SR 589 NB,0,0,0,0,0,0,2065170,0.0,0.0
10075012,Hillsborough,0.0,0.45,0.45,6200,I-75 NB,8,0,5,0,0,4,7026615,0.0,113.9
10075371,Hillsborough,0.0,0.19,0.19,300,SR-674 / COLLEGE AVE,2,0,0,0,0,0,143554,0.0,1393.2
10075383,Hillsborough,0.0,0.218,0.218,6400,10075011 SB OFF,0,0,0,0,0,0,3513811,0.0,0.0
10589116,Hillsborough,0.0,0.33,0.33,7000,ANCHOR PLAZA PKWY,35,0,0,0,0,0,5817735,0.0,601.6
10002023,Hillsborough,0.0,0.249,0.249,4100,SR-618 EB,13,0,1,0,0,0,2571137,0.0,505.6
10470051,Hillsborough,0.0,0.291,0.291,2600,SR 589 NB,5,0,1,0,0,1,1905497,0.0,262.4
10002041,Hillsborough,0.0,0.019,0.019,6700,N 21 ST,6,0,0,0,0,0,320605,0.0,1871.5
10075349,Hillsborough,0.0,0.504,0.504,18000,SR 582/FOWLER AVE EB,9,0,0,0,0,0,22847832,0.0,39.4
10470027,Hillsborough,0.0,0.233,0.233,1900,SR 589 SB,9,0,1,0,0,1,1114940,0.0,807.2
10003005,Hillsborough,0.0,0.005,0.005,1100,SR-618 / SELMON EXPY,0,0,0,0,0,0,13852,0.0,0.0
10000107,Hillsborough,0.0,0.957,0.957,11400,W HILLSBOROUGH AVE,79,0,2,0,0,2,27476331,0.0,287.5
10110000,Hillsborough,6.314,6.516,0.202,61500,FALKENBURG RD,356,0,3,0,0,2,31287325,0.0,1137.8
10110000,Hillsborough,6.516,7.08,0.564,81500,10075334 SB ON,630,0,13,0,0,12,115765371,0.0,544.2
10310000,Hillsborough,2.998,3.32,0.322,47500,10320186 SB OFF,380,0,4,0,0,2,38520457,0.0,986.5
10310000,Hillsborough,4.339,4.593,0.254,52000,N 22 ST,225,0,4,0,0,3,33264348,0.0,676.4
10310000,Hillsborough,4.593,4.847,0.254,52000,N 26 ST,201,0,2,0,0,0,33264348,0.0,604.3
10310000,Hillsborough,5.461,5.858,0.397,43000,N 40 ST,295,0,11,0,0,8,42993313,0.0,686.2
10250001,Hillsborough,0.0,0.203,0.203,35500,N END BR 100338/299,34,0,0,0,0,0,18149570,0.0,187.3
10000063,Hillsborough,1.18,1.745,0.565,6400,W TYLER ST,194,0,1,0,0,1,9106896,0.0,2130.3
10000063,Hillsborough,1.745,1.983,0.238,6400,CENTRAL AVE,17,0,0,0,0,0,3836179,0.0,443.1
10080000,Hillsborough,0.0,0.358,0.358,21000,SR600/DALE MABRY HWY,121,0,0,0,0,0,18934083,0.0,639.1
10080000,Hillsborough,0.358,0.983,0.625,13200,S HIMES AVE,140,0,4,0,0,4,20777625,0.0,673.8
10080000,Hillsborough,2.622,3.254,0.632,34000,S BOULEVARD,346,0,0,0,0,0,54117528,0.0,639.3
10080000,Hillsborough,3.254,3.526,0.272,10500,N ASHLEY DR,171,0,1,0,0,0,7192836,0.0,2377.4
10080000,Hillsborough,3.526,3.632,0.106,9800,N MORGAN ST,61,0,0,0,0,0,2616218,0.0,2331.6
10080000,Hillsborough,3.632,3.86,0.228,12000,N JEFFERSON ST,141,0,0,0,0,0,6890616,0.0,2046.3
10080000,Hillsborough,3.86,3.907,0.047,2600,S NEBRASKA AV,9,0,0,0,0,0,307761,0.0,2924.3
10080000,Hillsborough,3.907,3.995,0.088,12000,SR-45/NEBRASKA AVE,36,0,0,0,0,0,2659536,0.0,1353.6
10080000,Hillsborough,3.995,4.199,0.204,13800,SR-618A/MERIDIAN AVE,103,0,0,0,0,0,7090081,0.0,1452.7
10080000,Hillsborough,4.199,4.569,0.37,26500,CHANNELSIDE DR,97,0,0,0,0,0,24693893,0.0,392.8
10080000,Hillsborough,4.569,4.613,0.044,16000,CHANNELSIDE DR,18,0,0,0,0,0,1773024,0.0,1015.2
10320162,Hillsborough,0.0,0.109,0.109,7300,SR-574/ MLK JR BLVD,12,0,0,0,0,0,2003970,0.0,598.8
10190000,Hillsborough,2.613,3.257,0.644,206000,Bridge No-100117,989,0,19,0,0,15,334114284,0.0,296.0
10190000,Hillsborough,4.339,5.117,0.778,220000,N/A,321,0,5,0,0,4,431066460,0.0,74.5
10190000,Hillsborough,5.117,6.6,1.483,253000,Bridge No-100698,2320,0,35,0,0,30,944938681,0.0,245.5
10190000,Hillsborough,6.6,6.85,0.25,215500,Bridge No-100832,136,0,9,0,0,9,135684188,0.0,100.2
10190000,Hillsborough,7.671,8.435,0.764,184000,10320182 EB ON,732,0,7,0,0,6,354040656,0.0,206.8
10190000,Hillsborough,28.673,29.866,1.193,154000,N/A,445,0,16,0,0,14,462703857,0.0,96.2
10140114,Hillsborough,0.0,0.056,0.056,650,SR-60 / WB,16,0,0,0,0,0,91673,0.0,17453.3
10000045,Hillsborough,0.319,0.605,0.286,11400,N LAUBER WAY,16,0,0,0,0,0,8211317,0.0,194.9
10000045,Hillsborough,0.633,1.126,0.493,11400,E SIDE OF ROUNDABOUT,65,0,0,0,0,0,14154474,0.0,459.2
10160048,Hillsborough,0.0,0.152,0.152,4100,CR-587 GUNN HWY,16,0,0,0,0,0,1569529,0.0,1019.4
10000225,Hillsborough,0.0,3.186,3.186,12500,DALE MABRY HWY,67,0,0,0,0,0,100299262,0.0,66.8
10200001,Hillsborough,0.0,0.17,0.17,10800,0.004 S OF JOE MCINT,0,0,0,0,0,0,4623966,0.0,0.0
10120000,Hillsborough,17.792,22.757,4.965,4200,N/A,21,0,2,0,0,2,52518280,0.0,40.0
10120000,Hillsborough,22.757,23.381,0.624,3700,N/A,1,0,0,0,0,0,5814713,0.0,17.2
10470000,Hillsborough,0.741,1.094,0.353,96800,INDEPENDENCE PKWY WB,58,0,5,0,0,4,86058152,0.0,67.4
10470000,Hillsborough,7.783,8.694,0.911,86300,Bridge No-100548,77,0,10,0,0,9,198002707,0.0,38.9
10470000,Hillsborough,8.694,10.612,1.918,70300,Bridge No-100552,225,0,25,0,0,25,339582955,0.0,66.3
10470000,Hillsborough,10.612,12.37,1.758,73600,Bridge No-100558,244,0,14,0,0,11,325865693,0.0,74.9
10470000,Hillsborough,12.37,12.82,0.45,64900,N/A,28,0,1,0,0,1,73552793,0.0,38.1
10000094,Hillsborough,0.0,0.329,0.329,2500,CHANNELSIDE DR,102,0,0,0,0,0,2071466,0.0,4924.0
10190193,Hillsborough,0.0,0.278,0.278,9700,10190093 SB OFF,3,0,1,0,0,1,6791387,0.0,44.2
10000085,Hillsborough,0.0,0.117,0.117,12500,OLD WATER ST,51,0,0,0,0,0,3683306,0.0,1384.6
10000085,Hillsborough,0.117,0.445,0.328,4300,CHANNELSIDE DR,133,0,0,0,0,0,3552092,0.0,3744.3
10320161,Hillsborough,0.0,0.126,0.126,7500,I-275 SB/SR-93,44,0,0,0,0,0,2379982,0.0,1848.8
10270122,Hillsborough,0.0,0.141,0.141,4800,10270112 NB ON,9,0,0,0,0,0,1704521,0.0,528.0
10000193,Hillsborough,0.0,0.03,0.03,10200,KNIGHTS RUN AVE,8,0,0,0,0,0,770661,0.0,1038.1
10000193,Hillsborough,0.03,0.245,0.215,10200,N/A,29,0,0,0,0,0,5523070,0.0,525.1
10000193,Hillsborough,0.245,0.621,0.376,10200,Bridge No-105629,151,0,1,0,0,0,9658951,0.0,1563.3
10000175,Hillsborough,0.0,0.058,0.058,10900,S FRANKLIN ST,12,0,0,0,0,0,1592196,0.0,753.7
10000175,Hillsborough,0.058,0.381,0.323,10900,S FLORIDA AVE,27,0,0,0,0,0,8866883,0.0,304.5
10140117,Hillsborough,0.0,0.383,0.383,11500,FROM SR-60 EB,6,0,4,0,0,4,11092733,0.0,54.1
10000055,Hillsborough,0.0,0.18,0.18,16200,BRUCE B DOWNS BLVD,53,0,0,0,0,0,7343946,0.0,721.7
10160050,Hillsborough,0.0,0.171,0.171,4100,SR-597 / N DALE MABR,4,0,0,0,0,0,1765720,0.0,226.5
10190090,Hillsborough,0.0,0.183,0.183,6500,EB I-4/SR-400,16,0,1,0,0,0,2995756,0.0,534.1
10000350,Hillsborough,0.0,1.092,1.092,11300,BAYSHORE BLVD,285,0,4,0,0,0,31077283,0.0,917.1
10190503,Hillsborough,0.0,0.142,0.142,11200,10472503 ON RAMP,4,0,1,0,0,0,4005422,0.0,99.9
10190087,Hillsborough,0.0,0.262,0.262,6000,I-4/SR-400 WB,12,0,0,0,0,0,3959082,0.0,303.1
10330000,Hillsborough,1.901,2.135,0.234,28000,NET PARK TAMPABAY,38,0,3,0,0,2,16501212,0.0,230.3
10000199,Hillsborough,0.0,0.505,0.505,1950,HUTCHISON RD,2,0,0,0,0,0,2480093,0.0,80.6
10000199,Hillsborough,0.505,1.043,0.538,1900,LAKE LE CLARE RD,1,0,0,0,0,0,2574411,0.0,38.8
10000199,Hillsborough,1.53,1.722,0.192,1900,N/A,2,0,0,0,0,0,918749,0.0,217.7
10000136,Hillsborough,0.0,0.908,0.908,7800,W LINEBAUGH AVE,40,0,1,0,0,1,17837024,0.0,224.3
10000136,Hillsborough,0.908,1.712,0.804,3000,N ARMENIA AVE,7,0,0,0,0,0,6074622,0.0,115.2
10000136,Hillsborough,1.712,2.2,0.488,3000,N/A,49,0,1,0,0,0,3687084,0.0,1329.0
10140105,Hillsborough,0.554,0.748,0.194,17500,N/A,4,0,0,0,0,0,8550307,0.0,46.8
10000030,Hillsborough,0.0,5.522,5.522,13200,MACDILL AFB ENT/EXIT,785,0,6,0,0,2,183574472,0.0,427.6
10270006,Hillsborough,0.167,0.275,0.108,55500,SR-60/KENNEDY BLVD,63,0,2,0,0,2,15095889,0.0,417.3
10140000,Hillsborough,5.012,5.3,0.288,71500,N ROCKY POINT DR,222,0,2,0,0,1,51860952,0.0,428.1
10140000,Hillsborough,5.3,5.379,0.079,71500,N/A,20,0,0,0,0,0,14225747,0.0,140.6
10140000,Hillsborough,5.379,6.007,0.628,71500,ROCKY POINT CREEK,130,0,2,0,0,1,113085687,0.0,115.0
10000088,Hillsborough,0.0,2.006,2.006,12800,WHITAKER RD,23,0,0,0,0,0,64667021,0.0,35.6
10270000,Hillsborough,1.363,1.608,0.245,55500,S WARD ST,188,0,3,0,0,2,34245304,0.0,549.0
10270000,Hillsborough,2.234,2.748,0.514,41500,S LOIS AVE,420,0,3,0,0,1,53722124,0.0,781.8
10000099,Hillsborough,0.0,0.08,0.08,800,CASS ST,2,0,1,0,0,1,161184,0.0,1240.8
10000099,Hillsborough,0.08,0.517,0.437,2500,PIERCE ST N,78,0,0,0,0,0,2751461,0.0,2834.9
10000099,Hillsborough,0.517,0.548,0.031,2500,N/A,0,0,0,0,0,0,195184,0.0,0.0
10000099,Hillsborough,0.548,0.574,0.026,650,STRAZ CENTER ENT,1,0,0,0,0,0,42563,0.0,2349.5
10190446,Hillsborough,0.0,0.471,0.471,15500,I-4 / SR-400,98,0,3,0,0,3,18386309,0.0,533.0
10360000,Hillsborough,0.282,0.501,0.219,51500,I-275/SR-93,210,0,1,0,0,1,28404902,0.0,739.3
10190114,Hillsborough,0.0,0.273,0.273,5100,I-4/SR-400 WB,4,0,0,0,0,0,3506508,0.0,114.1
10000201,Hillsborough,0.0,0.758,0.758,16000,N LOIS AVE,236,0,0,0,0,0,30544368,0.0,772.6
10000178,Hillsborough,0.0,0.124,0.124,6100,CHANNELSIDE DR,28,0,0,0,0,0,1904993,0.0,1469.8
10240501,Hillsborough,0.0,0.214,0.214,13000,ROWLETT PARK RD,42,0,3,0,0,3,7006467,0.0,599.4
10000080,Hillsborough,0.0,1.494,1.494,6600,JAMES L  REDMAN PKWY,211,0,3,0,0,3,24833417,0.0,849.7
10190119,Hillsborough,0.0,0.385,0.385,6100,I-4/SR-400 EB,10,0,0,0,0,0,5914697,0.0,169.1
10320164,Hillsborough,0.0,0.131,0.131,5800,I-275 NB/SR-93,32,0,0,0,0,0,1913556,0.0,1672.3
10000169,Hillsborough,0.0,0.23,0.23,5200,E JACKSON ST,117,0,0,0,0,0,3012126,0.0,3884.3
10000114,Hillsborough,0.0,0.383,0.383,5000,W VIOLET ST,37,0,0,0,0,0,4822928,0.0,767.2
10150000,Hillsborough,0.0,1.84,1.84,57000,LAFAYETTE BLVD,255,0,5,0,0,2,264140280,0.0,96.5
10150000,Hillsborough,12.345,12.657,0.312,49000,N/A,393,0,3,0,0,2,38502828,0.0,1020.7
10150000,Hillsborough,12.657,12.85,0.193,47000,10320163 SB ON,506,0,5,0,0,3,22845313,0.0,2214.9
10000021,Hillsborough,0.0,1.36,1.36,10500,PATTERSON RD,18,0,0,0,0,0,35964180,0.0,50.0
10000021,Hillsborough,1.36,2.063,0.703,10500,N/A,16,0,0,0,0,0,18590308,0.0,86.1
10190456,Hillsborough,0.0,0.364,0.364,8800,US-41/SR-599/50 ST,6,0,0,0,0,0,8067259,0.0,74.4
10130042,Hillsborough,0.0,0.142,0.142,4000,SR-580 / W HILLSBORO,2,0,0,0,0,0,1430508,0.0,139.8
10320143,Hillsborough,0.0,0.235,0.235,16500,I-275 / SR-93,33,0,0,0,0,0,9765484,0.0,337.9
10000209,Hillsborough,0.0,6.139,6.139,8400,E BLOOMINGDALE AVE,465,0,20,0,0,14,129873001,0.0,358.0
10000098,Hillsborough,0.0,0.055,0.055,550,N JEFFERSON ST,5,0,0,0,0,0,76185,0.0,6563.0
10000098,Hillsborough,0.055,0.391,0.336,550,N PIERCE ST,33,0,0,0,0,0,465419,0.0,7090.4
10190400,Hillsborough,0.0,1.382,1.382,3900,N WHEELER ST,50,0,0,0,0,0,13574211,0.0,368.3
10320154,Hillsborough,0.0,0.111,0.111,8400,N TALIAFERRO AVE,5,0,0,0,0,0,2348249,0.0,212.9
10190016,Hillsborough,0.0,0.187,0.187,9900,I-275 / NB,0,0,0,0,0,0,4662499,0.0,0.0
10000203,Hillsborough,0.0,0.364,0.364,5300,S ASHLEY DR,82,0,0,0,0,0,4858690,0.0,1687.7
10000176,Hillsborough,0.0,0.489,0.489,7100,US-301,27,0,0,0,0,0,8743980,0.0,308.8
10000176,Hillsborough,0.489,1.057,0.568,3900,PASSAGE PL,8,0,0,0,0,0,5578981,0.0,143.4
10000176,Hillsborough,1.057,2.802,1.745,8800,COLLINS ELM SCHOOL,21,0,1,0,0,1,38674086,0.0,54.3
10000060,Hillsborough,0.0,2.574,2.574,12700,W GREEN ST,206,0,6,0,0,6,82329261,0.0,250.2
10190118,Hillsborough,0.0,0.245,0.245,5700,SR-566/THONOTOSASSA,5,0,1,0,0,0,3517085,0.0,142.2
10270112,Hillsborough,0.0,0.208,0.208,23500,SR-60 NB,21,0,0,0,0,0,12310428,0.0,170.6
10270112,Hillsborough,0.208,0.444,0.236,19000,N/A,5,0,0,0,0,0,11292954,0.0,44.3
10000158,Hillsborough,0.0,1.008,1.008,38500,E SHELL POINT RD,13,0,2,0,0,2,97737948,0.0,13.3
10140119,Hillsborough,0.0,0.165,0.165,13000,FROM SR-60 EB,3,0,1,0,0,1,5402182,0.0,55.5
10000050,Hillsborough,0.0,0.705,0.705,9100,W KENNEDY BLVD,25,0,2,0,0,2,16157437,0.0,154.7
10000050,Hillsborough,0.809,5.549,4.74,9100,W GREEN ST,619,0,7,0,0,3,108632979,0.0,569.8
10190068,Hillsborough,0.071,0.331,0.26,11500,10190453 SB OFF,4,0,0,0,0,0,7530315,0.0,53.1
10000300,Hillsborough,0.0,0.48,0.48,4500,E CLARK ST,29,0,0,0,0,0,5439960,0.0,533.1
10190600,Hillsborough,0.0,0.305,0.305,9900,I-275/SR-93 NB,43,0,1,0,0,1,7604611,0.0,565.4
10190600,Hillsborough,0.305,0.539,0.234,13000,N/A,53,0,0,0,0,0,7661277,0.0,691.8
10190088,Hillsborough,0.0,0.172,0.172,4200,WB SR-574/MLK JR BL,5,0,0,0,0,0,1819364,0.0,274.8
10320183,Hillsborough,0.0,0.163,0.163,11000,I-275 / SR-93,19,0,0,0,0,0,4515670,0.0,420.8
10090100,Hillsborough,0.0,0.674,0.674,300,DEAD END,0,0,0,0,0,0,509241,0.0,0.0
10320156,Hillsborough,0.0,0.163,0.163,4500,I-275 / SR-93 / SB,24,0,0,0,0,0,1847320,0.0,1299.2
10190011,Hillsborough,0.0,0.033,0.033,5900,10190454 NB ON,0,0,0,0,0,0,490352,0.0,0.0
10270111,Hillsborough,0.0,0.538,0.538,8400,SR-60 / EB,5,0,0,0,0,0,11381605,0.0,43.9
10000132,Hillsborough,3.163,3.87,0.707,2250,N CLUB CT,47,0,0,0,0,0,4006304,0.0,1173.2
10000044,Hillsborough,0.0,2.264,2.264,17800,30 ST NE,0,0,0,0,0,0,101493535,0.0,0.0
10000247,Hillsborough,0.0,2.493,2.493,2500,W EUCLID AV,161,0,0,0,0,0,15696551,0.0,1025.7
10000079,Hillsborough,0.0,1.018,1.018,6600,GEORGE RD,15,0,0,0,0,0,16921298,0.0,88.6
10000039,Hillsborough,0.0,3.832,3.832,500,30 ST NE,70,0,10,0,0,10,4825446,0.0,1450.6
10000156,Hillsborough,0.0,1.095,1.095,4600,SAMMONDS RD,138,0,2,0,0,0,12685684,0.0,1087.8
10000118,Hillsborough,0.0,2.0,2.0,2700,E MLK BLVD,222,0,1,0,0,1,13599900,0.0,1632.4
10190067,Hillsborough,0.0,0.154,0.154,13500,I-275 / SR-93 / NB,14,0,0,0,0,0,5235962,0.0,267.4
