roadway,county,begin_post,end_post,length_mi,aadt,description,ksi_observed,ksi_spf,eb_weight,ksi_eb,vmt_period,r_per_pmt
10075333,Hillsborough,0.0,0.34,0.34,15500,ADAMO DR WB/SR-60,0,0.949,0.5119,0.486,13272495,0.060456
10075333,Hillsborough,0.34,0.907,0.567,15500,I-75 NB/SR-93A,0,1.583,0.3861,0.611,22133837,0.045596
10075011,Hillsborough,0.243,0.402,0.159,28500,N/A,0,0.735,0.5752,0.423,11412583,0.061187
10075011,Hillsborough,0.402,0.906,0.504,28500,N/A,0,2.486,0.3693,0.918,36175734,0.041903
10075367,Hillsborough,0.0,0.22,0.22,6000,CR 581 BRUCE B DOWNS,0,0.280,0.7805,0.218,3324420,0.108514
10002016,Hillsborough,0.0,0.077,0.077,4300,E BROREIN ST,0,0.094,0.9395,0.088,833875,0.174319
10075334,Hillsborough,0.0,0.212,0.212,6700,ADAMO DR EB/SR-60,1,0.296,0.7711,0.457,3577277,0.201742
10470021,Hillsborough,0.0,0.143,0.143,4100,CR 587/GUNN HWY EB,0,0.133,0.8824,0.117,1476597,0.130961
10523000,Hillsborough,4.525,4.735,0.21,8800,N/A,0,0.356,0.6984,0.249,4654188,0.088194
10075316,Hillsborough,0.0,0.693,0.693,12500,US-301 SB,0,1.619,0.3807,0.617,21816506,0.046660
10470022,Hillsborough,0.0,0.202,0.202,4100,SR 589 NB,0,0.187,0.8415,0.158,2085822,0.124899
10512000,Hillsborough,0.0,3.993,3.993,8800,US-41,19,6.768,0.1086,17.672,88496060,0.227135
10640000,Hillsborough,6.169,7.189,1.02,23000,SR-582/FOWLER AVE,2,4.293,0.2532,2.581,59084010,0.066410
10470054,Hillsborough,0.0,0.403,0.403,2000,SR 589 SB,0,0.206,0.8283,0.171,2029911,0.139067
10075009,Hillsborough,0.0,0.447,0.447,6400,CR-672/BIG BEND RD,1,0.600,0.6240,0.750,7204925,0.164542
10472502,Hillsborough,0.0,1.339,1.339,11200,10190502 RAMP,0,2.857,0.2584,0.738,37769441,0.032275
10075014,Hillsborough,0.0,0.23,0.23,21000,GIBSONTON DR WB,2,0.826,0.5466,1.358,12164355,0.169776
10470009,Hillsborough,0.0,0.028,0.028,4000,10470102 FRONTAGE RD,0,0.025,0.9751,0.025,282072,0.145335
10003004,Hillsborough,0.0,0.073,0.073,4200,SR-618 / SELMON EXPY,0,0.069,0.9351,0.065,772172,0.138212
10075364,Hillsborough,0.0,0.805,0.805,7600,US-301,0,1.246,0.4442,0.553,15408183,0.059296
10472506,Hillsborough,0.0,0.606,0.606,2500,SR 618 EB,0,0.373,0.7272,0.272,3815528,0.117512
10070000,Hillsborough,4.051,4.808,0.757,23000,CR-39B/E PARK RD,0,3.186,0.3136,0.999,43849603,0.037623
10070000,Hillsborough,4.808,5.439,0.631,7300,ALSOBROOK ST,1,1.136,0.5617,1.076,11600967,0.146588
10070000,Hillsborough,5.439,5.535,0.096,5300,REYNOLDS ST,0,0.136,0.9143,0.125,1281413,0.160669
10470034,Hillsborough,0.0,0.162,0.162,40500,NORTH END BR 100514,0,1.002,0.4983,0.499,16523878,0.049906
10075321,Hillsborough,0.0,0.134,0.134,4600,US-301 / SR-43,0,0.137,0.8792,0.120,1552403,0.127935
10075374,Hillsborough,0.0,0.499,0.499,300,RIVERVIEW DR,0,0.053,0.9494,0.050,377019,0.220810
10002035,Hillsborough,0.0,0.193,0.193,4800,SR-618 EB,1,0.204,0.8299,0.340,2333138,0.229918
10075351,Hillsborough,0.0,0.085,0.085,18000,SR 582,0,0.269,0.7875,0.212,3853305,0.090652
10470029,Hillsborough,0.0,0.17,0.17,2600,SR 589 NB,0,0.108,0.9020,0.098,1113177,0.144766
10030102,Hillsborough,0.964,1.755,0.791,9100,US-301/SR-41/SR-43,1,2.062,0.4131,1.439,18128415,0.125389
10003100,Hillsborough,0.0,0.241,0.241,3300,PROVIDENCE RD,0,0.221,0.7888,0.174,2002963,0.143494
10075336,Hillsborough,0.0,0.757,0.757,19500,SR-93A / I-75 SB,1,2.556,0.2803,1.436,37176838,0.061035
10075336,Hillsborough,0.757,0.819,0.062,19500,N/A,0,0.209,0.8262,0.173,3044866,0.093811
10075004,Hillsborough,0.0,0.3,0.3,7600,SR-674 / EB,0,0.464,0.6820,0.317,5742180,0.091039
10075358,Hillsborough,0.0,0.365,0.365,14000,NB I-75/SR-93A,0,0.937,0.5152,0.483,12869535,0.061923
10075358,Hillsborough,0.365,0.386,0.021,14000,N/A,0,0.061,0.9596,0.059,740439,0.130993
10470033,Hillsborough,0.0,0.255,0.255,2600,WILSKY BOULEVARD,0,0.214,0.8719,0.186,1669766,0.184381
10002020,Hillsborough,0.0,0.124,0.124,10500,SR-618 WB,0,0.251,0.7988,0.200,3279087,0.100871
10075372,Hillsborough,0.0,0.306,0.306,3300,W BRANDON BLVD,0,0.280,0.7463,0.209,2543181,0.135762
10002024,Hillsborough,0.0,0.191,0.191,2100,N 22 ST,0,0.102,0.9072,0.092,1010170,0.151044
10470042,Hillsborough,0.0,0.285,0.285,3700,CR 685A/VAN DYKE RD,0,0.243,0.8038,0.195,2655758,0.121427
10075353,Hillsborough,0.0,0.693,0.693,7600,I-75 SB/SR-93A,1,1.072,0.4814,1.035,13264436,0.123258
10004000,Hillsborough,0.0,2.096,2.096,32500,0.019 E OF 10004002,0,10.806,0.0844,0.912,171560220,0.008773
10075328,Hillsborough,0.0,0.347,0.347,7100,10075324 SB ON,0,0.508,0.6623,0.336,6204828,0.089456
10075319,Hillsborough,0.0,0.83,0.83,5900,10075317 SB OFF,0,1.041,0.4887,0.509,12333094,0.068143
10470023,Hillsborough,0.0,0.17,0.17,5400,SR 589 SB,0,0.198,0.8340,0.165,2311983,0.118057
10470024,Hillsborough,0.0,0.148,0.148,5400,CR 587/GUNN HWY WB,0,0.173,0.8523,0.147,2012785,0.120649
10470025,Hillsborough,0.0,0.213,0.213,6500,EHRLICH RD EB,1,0.290,0.7747,0.450,3486863,0.203737
10075100,Hillsborough,0.0,1.121,1.121,1650,BLOOMINGDALE AVE,1,0.490,0.6703,0.658,4658344,0.223116
10472510,Hillsborough,0.0,0.219,0.219,600,10472508 RAMP,0,0.041,0.9601,0.040,330931,0.198238
10610500,Hillsborough,0.0,0.531,0.531,5800,S WOODROW WILSON ST,0,0.962,0.6015,0.578,7756476,0.123118
10471010,Hillsborough,0.0,0.25,0.25,32000,SR597/DALE MABRY HWY,0,1.272,0.4390,0.559,20148000,0.045774
10075315,Hillsborough,0.0,0.038,0.038,15500,I-75 / NB,0,0.106,0.9037,0.096,1483396,0.106733
10075384,Hillsborough,0.0,0.9,0.9,6900,CR-672/BIG BEND RD,0,1.286,0.4364,0.561,15639885,0.059234
10501500,Hillsborough,0.0,1.612,1.612,10700,PROGRESS BLVD,8,3.089,0.2107,6.965,43440095,0.208880
10002038,Hillsborough,0.0,0.09,0.09,6100,SR-618 WB,0,0.116,0.8956,0.104,1382656,0.124152
10075382,Hillsborough,0.0,0.225,0.225,28500,CR-672/BIG BEND RD,0,0.798,0.5083,0.405,16149881,0.041445
10075346,Hillsborough,0.0,1.477,1.477,15000,I-75/SR-93A SB,0,4.014,0.1987,0.798,55797368,0.023606
10470031,Hillsborough,0.0,0.208,0.208,2700,HUTCHISON RD,0,0.137,0.8793,0.120,1414390,0.140224
10075317,Hillsborough,0.0,0.486,0.486,5500,I-75 / SR-93A,0,0.575,0.6337,0.365,6731950,0.089432
10075368,Hillsborough,0.0,0.121,0.121,15500,10075323 NB OFF,0,0.338,0.7466,0.252,4723447,0.088181
10589117,Hillsborough,0.0,0.347,0.347,7000,SR-589 NB,1,0.502,0.6650,0.669,6117436,0.172670
10002034,Hillsborough,0.0,0.263,0.263,2100,78 ST NB,0,0.140,0.8765,0.123,1390968,0.145938
10470043,Hillsborough,0.0,0.356,0.356,3200,CR 685A/VAN DYKE RD,2,0.269,0.7872,0.637,2869075,0.337815
10075342,Hillsborough,0.0,0.633,0.633,16500,EB I-4/SR-400,0,1.861,0.3485,0.649,26304473,0.040716
10470012,Hillsborough,0.0,0.33,0.33,6800,EB CR 584/WATERS AVE,0,0.466,0.6813,0.317,5651514,0.092701
10470014,Hillsborough,0.0,0.737,0.737,4600,SR 589 SB,0,0.752,0.5695,0.429,8538219,0.082876
10075345,Hillsborough,0.0,0.558,0.558,16000,I-4/SR-400 WB,4,1.600,0.3836,3.079,22485168,0.195436
10471001,Hillsborough,0.0,0.335,0.335,32000,END BRIDGE 100624,0,1.705,0.3686,0.629,26998320,0.038441
10075338,Hillsborough,0.0,0.295,0.295,12500,SR-574/MLK BLVD EB,0,0.689,0.5909,0.407,9286969,0.072415
10075373,Hillsborough,0.0,0.127,0.127,300,14 AVE SE,0,0.026,0.9696,0.025,95955,0.430543
10470041,Hillsborough,0.0,0.224,0.224,3200,SR 589 NB,0,0.169,0.8546,0.145,1805261,0.132363
10002042,Hillsborough,0.0,0.671,0.671,2200,SR-618 WB,0,0.372,0.7280,0.271,3717810,0.120251
10470026,Hillsborough,0.0,0.135,0.135,6500,SR 589 NB,0,0.184,0.8443,0.155,2209984,0.115780
10003003,Hillsborough,0.0,0.112,0.112,5200,SR-618 / SELMON EXPY,0,0.127,0.8872,0.112,1466774,0.126412
10075359,Hillsborough,0.0,0.39,0.39,5900,I-75/SR-93A SB,1,0.489,0.6705,0.658,5795068,0.179286
10500000,Hillsborough,0.0,1.019,1.019,8100,SR-582 / FOWLER AVE,0,1.640,0.3346,0.549,20787447,0.043572
10060029,Hillsborough,0.0,0.788,0.788,700,US-41 / SR-45,0,0.258,0.8492,0.219,1389205,0.260173
10075369,Hillsborough,0.0,0.466,0.466,300,SR 674/E COLLEGE AVE,0,0.079,0.9485,0.075,352086,0.351669
10002021,Hillsborough,0.0,0.113,0.113,4500,US-41/SR-45NEBRASKA,0,0.113,0.8978,0.102,1280657,0.131143
10470011,Hillsborough,0.0,0.159,0.159,6500,SR 589 SB,1,0.216,0.8216,0.356,2602870,0.216080
10470020,Hillsborough,0.0,0.203,0.203,3100,10470033 RAMP,0,0.149,0.8695,0.130,1584892,0.135395
10075003,Hillsborough,0.0,0.368,0.368,8400,SR-674 COLLEGE AVE,1,0.619,0.6167,0.765,7785187,0.155210
10002339,Hillsborough,0.0,0.198,0.198,5100,US-301/SR-43 NB,0,0.220,0.8189,0.180,2543181,0.117067
10470904,Hillsborough,0.0,3.132,3.132,4600,SR 589 SB,0,3.198,0.2374,0.759,36284533,0.034548
10004002,Hillsborough,0.0,0.04,0.04,6600,US-92 / SR-600 / S D,0,0.080,0.9475,0.076,664884,0.189217
10004002,Hillsborough,0.04,0.172,0.132,350,N/A,0,0.016,0.9842,0.016,116355,0.222935
10470902,Hillsborough,0.0,5.259,5.259,4800,SR 589 SB,0,6.942,0.1733,1.203,63574999,0.031252
10470010,Hillsborough,0.0,0.149,0.149,6500,HILLSBOROUGH AVE,1,0.203,0.8309,0.337,2439167,0.218532
10075360,Hillsborough,0.0,0.53,0.53,5500,CR 579 FLETCHER AVWB,0,0.627,0.6134,0.385,7341428,0.086562
10075354,Hillsborough,0.718,0.729,0.011,16500,N/A,0,0.032,0.9685,0.031,457108,0.113169
10470901,Hillsborough,0.0,3.156,3.156,5900,SR 589 NB,0,4.162,0.1653,0.688,46895477,0.024227
10075070,Hillsborough,0.0,0.694,0.694,3600,134 AVE NE,0,0.740,0.6628,0.491,6292220,0.128794
10075380,Hillsborough,0.0,0.126,0.126,11500,I-75 SB,0,0.275,0.7837,0.215,3649306,0.097432
10600000,Hillsborough,0.0,4.219,4.219,300,COCKROACH BAY RD,1,0.857,0.4902,0.930,3187665,0.460931
10075013,Hillsborough,0.0,0.224,0.224,6600,GIBSONTON DR,0,0.308,0.7635,0.235,3723350,0.104419
10472508,Hillsborough,0.0,0.439,0.439,1900,10472502 RAMP,0,0.322,0.8183,0.264,2100681,0.207239
10002036,Hillsborough,0.0,0.165,0.165,5100,US-301/SR-43 SB,0,0.183,0.8444,0.155,2119318,0.120711
10002014,Hillsborough,0.0,0.112,0.112,5900,SR-618 / SELMON EXPW,0,0.172,0.8942,0.154,1664225,0.152808
10075343,Hillsborough,0.0,0.867,0.867,18500,10075341NB OFF TO I4,0,2.803,0.2621,0.735,40395481,0.030028
10470062,Hillsborough,0.0,0.12,0.12,4600,10470016 RAMP,0,0.123,0.8904,0.109,1390212,0.129570
10075337,Hillsborough,0.0,0.399,0.399,9800,SR-574/MLK BLVD WB,0,0.762,0.5664,0.432,9847839,0.072378
10002340,Hillsborough,0.0,0.193,0.193,8000,FALKENBERG RD SB,1,0.312,0.7616,0.476,3888564,0.193282
10075365,Hillsborough,0.311,0.317,0.006,15000,N/A,0,0.023,0.9841,0.023,226665,0.168037
10470044,Hillsborough,0.0,0.45,0.45,3700,SR 589 SB,0,0.384,0.7218,0.277,4193302,0.109042
10002032,Hillsborough,0.0,0.146,0.146,3700,SR-618 WB,2,0.124,0.8889,0.333,1360494,0.372046
10002031,Hillsborough,0.0,0.246,0.246,7100,SR-618 EB,0,0.360,0.7345,0.264,4398812,0.099206
10470053,Hillsborough,0.0,0.446,0.446,2000,LUTZ-LAKE FERN RD,0,0.228,0.8134,0.186,2246502,0.136564
10002018,Hillsborough,0.0,0.167,0.167,4500,SR-618 WB,0,0.167,0.8560,0.143,1892653,0.125038
10470016,Hillsborough,0.0,0.466,0.466,5000,SR 589 NB,1,0.510,0.6613,0.676,5868105,0.181950
10520001,Hillsborough,0.0,0.564,0.564,16900,CR-587A / W WATERS A,3,1.890,0.4351,2.517,24005335,0.154149
10470007,Hillsborough,0.0,0.015,0.015,1900,SR 589 SB,0,0.007,0.9927,0.007,71777,0.168143
10004001,Hillsborough,0.0,0.109,0.109,1100,US-92 / SR-600 / S D,0,0.034,0.9670,0.033,301968,0.179911
10075008,Hillsborough,0.0,0.452,0.452,6900,I-75 NB / SR-93A,1,0.646,0.6066,0.785,7854698,0.157905
10002341,Hillsborough,0.0,0.196,0.196,7300,SR-618 EB,1,0.293,0.7724,0.454,3603470,0.199129
10075361,Hillsborough,0.0,0.248,0.248,17000,EB CR-582A/FLETCHER,0,0.748,0.5711,0.427,10617996,0.066394
10075330,Hillsborough,0.0,0.081,0.081,7700,I-75 SB/SR-93A,0,0.127,0.8871,0.112,1570788,0.118154
10470015,Hillsborough,0.0,0.168,0.168,4600,CR 584 WB/WATERS AVE,0,0.172,0.8530,0.146,1946297,0.124129
10075062,Hillsborough,0.0,0.438,0.438,21000,NB I-75/SR-93A,1,1.573,0.3876,1.222,23165163,0.083343
10003001,Hillsborough,0.0,0.17,0.17,6600,SR-618,0,0.234,0.8096,0.190,2825757,0.110732
10075015,Hillsborough,0.0,0.382,0.382,27000,I-75/SR-93A SB,3,1.689,0.3708,2.514,25975809,0.142284
10472500,Hillsborough,0.0,1.378,1.378,18800,BMP BRIDGE 100726,0,3.762,0.1798,0.676,65245268,0.017112
10075065,Hillsborough,0.0,0.409,0.409,8700,I-75 SB,0,0.708,0.5844,0.414,8961579,0.076226
10470013,Hillsborough,0.0,0.228,0.228,6800,SR 589 NB,1,0.322,0.7557,0.487,3904682,0.197223
10075320,Hillsborough,0.0,0.144,0.144,5500,US-301/SR-43 NB,0,0.170,0.8538,0.146,1994652,0.120486
10472505,Hillsborough,0.0,0.87,0.87,18800,SR 618 WB,0,2.850,0.2589,0.738,41192586,0.029576
10075006,Hillsborough,0.0,0.4,0.4,10000,I-75 / SB / SR-93A,0,0.777,0.5617,0.436,10074000,0.071525
10002013,Hillsborough,0.0,0.097,0.097,5600,PLANT AVE,0,0.117,0.8952,0.104,1368049,0.125936
10002019,Hillsborough,0.0,0.14,0.14,4200,S JEFFERSON ST NB,0,0.133,0.8825,0.117,1480878,0.130439
10075348,Hillsborough,0.0,0.5,0.5,14500,RAMP 10075346,0,1.321,0.4297,0.568,18259125,0.051340
10470052,Hillsborough,0.0,0.176,0.176,2600,LUTZ-LAKE FERN RD,0,0.112,0.8989,0.101,1152466,0.144267
10471000,Hillsborough,0.0,0.115,0.115,32450,SR 589/VETERANS EXPY,0,0.592,0.6270,0.371,9398412,0.065231
10471000,Hillsborough,0.115,3.021,2.906,14900,N/A,3,8.870,0.1410,3.828,109049539,0.051603
10003002,Hillsborough,0.0,0.113,0.113,4800,SR-618 / SELMON EXPY,0,0.120,0.8928,0.107,1366034,0.128973
10075002,Hillsborough,0.0,0.491,0.491,8400,I-75 / SR-93A,1,0.825,0.5467,0.905,10387301,0.137585
10075350,Hillsborough,0.0,0.499,0.499,2800,NB I-75/SR 93A,0,0.338,0.7467,0.252,3518848,0.118330
10470008,Hillsborough,0.0,0.2,0.2,4100,SR 589 NB,0,0.186,0.8428,0.156,2065170,0.125095
10075012,Hillsborough,0.0,0.45,0.45,6200,I-75 NB,4,0.588,0.6286,1.856,7026615,0.376866
10075371,Hillsborough,0.0,0.19,0.19,300,SR-674 / COLLEGE AVE,0,0.039,0.9553,0.037,143554,0.424159
10075383,Hillsborough,0.0,0.218,0.218,6400,10075011 SB OFF,0,0.293,0.7729,0.226,3513811,0.106261
10589116,Hillsborough,0.0,0.33,0.33,7000,ANCHOR PLAZA PKWY,0,0.477,0.6761,0.322,5817735,0.091531
10002023,Hillsborough,0.0,0.249,0.249,4100,SR-618 EB,0,0.231,0.8116,0.188,2571137,0.120457
10470051,Hillsborough,0.0,0.291,0.291,2600,SR 589 NB,1,0.185,0.8431,0.313,1905497,0.259543
10002041,Hillsborough,0.0,0.019,0.019,6700,N 21 ST,0,0.026,0.9741,0.026,320605,0.132877
10075349,Hillsborough,0.0,0.504,0.504,18000,SR 582/FOWLER AVE EB,0,1.593,0.3846,0.613,22847832,0.044275
10470027,Hillsborough,0.0,0.233,0.233,1900,SR 589 SB,1,0.114,0.8970,0.206,1114940,0.291395
10003005,Hillsborough,0.0,0.005,0.005,1100,SR-618 / SELMON EXPY,0,0.002,0.9984,0.002,13852,0.185766
10000107,Hillsborough,0.0,0.957,0.957,11400,W HILLSBOROUGH AVE,2,1.908,0.3017,1.972,27476331,0.109145
10110000,Hillsborough,6.314,6.516,0.202,61500,FALKENBURG RD,2,2.472,0.3699,2.175,31287325,0.105680
10110000,Hillsborough,6.516,7.08,0.564,81500,10075334 SB ON,12,6.226,0.1379,11.204,115765371,0.118411
10310000,Hillsborough,2.998,3.32,0.322,47500,10320186 SB OFF,2,3.197,0.3122,2.374,38520457,0.093698
10310000,Hillsborough,4.339,4.593,0.254,52000,N 22 ST,3,2.714,0.3485,2.900,33264348,0.128185
10310000,Hillsborough,4.593,4.847,0.254,52000,N 26 ST,0,2.714,0.3485,0.946,33264348,0.046938
10310000,Hillsborough,5.461,5.858,0.397,43000,N 40 ST,8,3.637,0.2852,6.755,42993313,0.204687
10250001,Hillsborough,0.0,0.203,0.203,35500,N END BR 100338/299,0,1.592,0.4768,0.759,18149570,0.069079
10000063,Hillsborough,1.18,1.745,0.565,6400,W TYLER ST,1,0.923,0.6120,0.953,9106896,0.165286
10000063,Hillsborough,1.745,1.983,0.238,6400,CENTRAL AVE,0,0.389,0.7892,0.307,3836179,0.132049
10080000,Hillsborough,0.0,0.358,0.358,21000,SR600/DALE MABRY HWY,0,1.409,0.5082,0.716,18934083,0.062429
10080000,Hillsborough,0.358,0.983,0.625,13200,S HIMES AVE,4,1.744,0.4549,2.974,20777625,0.204259
10080000,Hillsborough,2.622,3.254,0.632,34000,S BOULEVARD,0,4.788,0.2326,1.114,54117528,0.033981
10080000,Hillsborough,3.254,3.526,0.272,10500,N ASHLEY DR,0,0.796,0.6457,0.514,7192836,0.118025
10080000,Hillsborough,3.526,3.632,0.106,9800,N MORGAN ST,0,0.293,0.8318,0.244,2616218,0.154049
10080000,Hillsborough,3.632,3.86,0.228,12000,N JEFFERSON ST,0,0.744,0.6612,0.492,6890616,0.117816
10080000,Hillsborough,3.86,3.907,0.047,2600,S NEBRASKA AV,0,0.044,0.9703,0.043,307761,0.231446
10080000,Hillsborough,3.907,3.995,0.088,12000,SR-45/NEBRASKA AVE,0,0.287,0.8349,0.240,2659536,0.148761
10080000,Hillsborough,3.995,4.199,0.204,13800,SR-618A/MERIDIAN AVE,0,0.745,0.6608,0.492,7090081,0.114644
10080000,Hillsborough,4.199,4.569,0.37,26500,CHANNELSIDE DR,0,2.291,0.3878,0.888,24693893,0.059409
10080000,Hillsborough,4.569,4.613,0.044,16000,CHANNELSIDE DR,0,0.181,0.8891,0.161,1773024,0.149950
10320162,Hillsborough,0.0,0.109,0.109,7300,SR-574/ MLK JR BLVD,0,0.163,0.8592,0.140,2003970,0.115492
10190000,Hillsborough,2.613,3.257,0.644,206000,Bridge No-100117,15,15.324,0.0610,15.020,334114284,0.053077
10190000,Hillsborough,4.339,5.117,0.778,220000,N/A,4,19.549,0.0485,4.753,431066460,0.015737
10190000,Hillsborough,5.117,6.6,1.483,253000,Bridge No-100698,30,41.836,0.0232,30.275,944938681,0.034060
10190000,Hillsborough,6.6,6.85,0.25,215500,Bridge No-100832,9,6.175,0.1388,8.608,135684188,0.081187
10190000,Hillsborough,7.671,8.435,0.764,184000,10320182 EB ON,6,16.556,0.0567,6.599,354040656,0.025295
10190000,Hillsborough,28.673,29.866,1.193,154000,N/A,14,22.309,0.0427,14.355,462703857,0.037036
10140114,Hillsborough,0.0,0.056,0.056,650,SR-60 / WB,0,0.011,0.9888,0.011,91673,0.201373
10000045,Hillsborough,0.319,0.605,0.286,11400,N LAUBER WAY,0,0.570,0.5911,0.337,8211317,0.067784
10000045,Hillsborough,0.633,1.126,0.493,11400,E SIDE OF ROUNDABOUT,0,0.983,0.4561,0.448,14154474,0.052304
10160048,Hillsborough,0.0,0.152,0.152,4100,CR-587 GUNN HWY,0,0.208,0.8747,0.182,1569529,0.191288
10000225,Hillsborough,0.0,3.186,3.186,12500,DALE MABRY HWY,0,6.731,0.1091,0.734,100299262,0.012090
10200001,Hillsborough,0.0,0.17,0.17,10800,0.004 S OF JOE MCINT,0,0.509,0.7403,0.377,4623966,0.134585
10120000,Hillsborough,17.792,22.757,4.965,4200,N/A,2,5.938,0.1969,2.775,52518280,0.080348
10120000,Hillsborough,22.757,23.381,0.624,3700,N/A,0,0.679,0.6818,0.463,5814713,0.131536
10470000,Hillsborough,0.741,1.094,0.353,96800,INDEPENDENCE PKWY WB,4,4.494,0.1814,4.090,86058152,0.067819
10470000,Hillsborough,7.783,8.694,0.911,86300,Bridge No-100548,9,10.545,0.0863,9.133,198002707,0.059031
10470000,Hillsborough,8.694,10.612,1.918,70300,Bridge No-100552,25,18.734,0.0505,24.684,339582955,0.079309
10470000,Hillsborough,10.612,12.37,1.758,73600,Bridge No-100558,11,17.836,0.0529,11.361,325865693,0.043248
10470000,Hillsborough,12.37,12.82,0.45,64900,N/A,1,4.114,0.1948,1.607,73552793,0.034512
10000094,Hillsborough,0.0,0.329,0.329,2500,CHANNELSIDE DR,0,0.253,0.7651,0.194,2071466,0.154330
10190193,Hillsborough,0.0,0.278,0.278,9700,10190093 SB OFF,1,0.763,0.6554,0.845,6791387,0.196531
10000085,Hillsborough,0.0,0.117,0.117,12500,OLD WATER ST,0,0.314,0.8227,0.258,3683306,0.115665
10000085,Hillsborough,0.117,0.445,0.328,4300,CHANNELSIDE DR,0,0.466,0.7569,0.353,3552092,0.164022
10320161,Hillsborough,0.0,0.126,0.126,7500,I-275 SB/SR-93,0,0.193,0.8377,0.162,2379982,0.112083
10270122,Hillsborough,0.0,0.141,0.141,4800,10270112 NB ON,0,0.149,0.8697,0.130,1704521,0.125637
10000193,Hillsborough,0.0,0.03,0.03,10200,KNIGHTS RUN AVE,0,0.056,0.9366,0.052,770661,0.111947
10000193,Hillsborough,0.03,0.245,0.215,10200,N/A,0,0.400,0.6734,0.269,5523070,0.080488
10000193,Hillsborough,0.245,0.621,0.376,10200,Bridge No-105629,0,0.699,0.5411,0.378,9658951,0.064672
10000175,Hillsborough,0.0,0.058,0.058,10900,S FRANKLIN ST,0,0.112,0.8800,0.099,1592196,0.102611
10000175,Hillsborough,0.058,0.381,0.323,10900,S FLORIDA AVE,0,0.626,0.5683,0.356,8866883,0.066269
10140117,Hillsborough,0.0,0.383,0.383,11500,FROM SR-60 EB,4,0.835,0.5438,2.279,11092733,0.293208
10000055,Hillsborough,0.0,0.18,0.18,16200,BRUCE B DOWNS BLVD,0,0.585,0.7135,0.417,7343946,0.093766
10160050,Hillsborough,0.0,0.171,0.171,4100,SR-597 / N DALE MABR,0,0.234,0.8612,0.201,1765720,0.188339
10190090,Hillsborough,0.0,0.183,0.183,6500,EB I-4/SR-400,0,0.249,0.8001,0.199,2995756,0.109709
10000350,Hillsborough,0.0,1.092,1.092,11300,BAYSHORE BLVD,0,2.716,0.3489,0.948,31077283,0.050354
10190503,Hillsborough,0.0,0.142,0.142,11200,10472503 ON RAMP,0,0.303,0.7667,0.232,4005422,0.095751
10190087,Hillsborough,0.0,0.262,0.262,6000,I-4/SR-400 WB,0,0.333,0.7492,0.250,3959082,0.104150
10330000,Hillsborough,1.901,2.135,0.234,28000,NET PARK TAMPABAY,2,1.515,0.4893,1.763,16501212,0.162417
10000199,Hillsborough,0.0,0.505,0.505,1950,HUTCHISON RD,0,0.253,0.7972,0.202,2480093,0.134430
10000199,Hillsborough,0.505,1.043,0.538,1900,LAKE LE CLARE RD,0,0.348,0.7030,0.245,2574411,0.157041
10000199,Hillsborough,1.53,1.722,0.192,1900,N/A,0,0.128,0.9194,0.117,918749,0.210939
10000136,Hillsborough,0.0,0.908,0.908,7800,W LINEBAUGH AVE,1,1.717,0.4588,1.329,17837024,0.117705
10000136,Hillsborough,0.908,1.712,0.804,3000,N ARMENIA AVE,0,0.693,0.5431,0.377,6074622,0.102368
10000136,Hillsborough,1.712,2.2,0.488,3000,N/A,0,0.421,0.6620,0.279,3687084,0.124772
10140105,Hillsborough,0.554,0.748,0.194,17500,N/A,0,0.599,0.6244,0.374,8550307,0.072220
10000030,Hillsborough,0.0,5.522,5.522,13200,MACDILL AFB ENT/EXIT,2,12.072,0.0639,2.644,183574472,0.021898
10270006,Hillsborough,0.167,0.275,0.108,55500,SR-60/KENNEDY BLVD,2,1.216,0.5441,1.574,15095889,0.158499
10140000,Hillsborough,5.012,5.3,0.288,71500,N ROCKY POINT DR,1,2.853,0.2587,1.479,51860952,0.045066
10140000,Hillsborough,5.3,5.379,0.079,71500,N/A,0,0.783,0.5599,0.438,14225747,0.050855
10140000,Hillsborough,5.379,6.007,0.628,71500,ROCKY POINT CREEK,1,6.221,0.1380,1.720,113085687,0.024033
10000088,Hillsborough,0.0,2.006,2.006,12800,WHITAKER RD,0,4.302,0.1608,0.692,64667021,0.017664
10270000,Hillsborough,1.363,1.608,0.245,55500,S WARD ST,2,2.759,0.3447,2.262,34245304,0.100419
10270000,Hillsborough,2.234,2.748,0.514,41500,S LOIS AVE,1,4.575,0.2408,1.861,53722124,0.054730
10000099,Hillsborough,0.0,0.08,0.08,800,CASS ST,1,0.028,0.9811,0.046,161184,0.454996
10000099,Hillsborough,0.08,0.517,0.437,2500,PIERCE ST N,0,0.356,0.8035,0.286,2751461,0.171656
10000099,Hillsborough,0.517,0.548,0.031,2500,N/A,0,0.024,0.9719,0.023,195184,0.196033
10000099,Hillsborough,0.548,0.574,0.026,650,STRAZ CENTER ENT,0,0.009,0.9897,0.008,42563,0.329559
10190446,Hillsborough,0.0,0.471,0.471,15500,I-4 / SR-400,3,1.315,0.4308,2.274,18386309,0.181845
10360000,Hillsborough,0.282,0.501,0.219,51500,I-275/SR-93,1,2.322,0.3847,1.508,28404902,0.083896
10190114,Hillsborough,0.0,0.273,0.273,5100,I-4/SR-400 WB,0,0.304,0.7663,0.233,3506508,0.109551
